사업장명,분류,카카오맵ID,리뷰어이름,리뷰어레벨,후기개수,별점평균,팔로워수,작성일,별점,리뷰내용,사진URL
스위트가든뽀아르,"제과,베이커리",1008228288,126,11,10,4.6,1,2024.07.27.,5.0,"연남동 주민에게 그저 보물,,",N/A
스위트가든뽀아르,"제과,베이커리",1008228288,밀크티,28,89,3.8,3,2024.05.21.,5.0,비주얼부터 맘에 쏙 들고 레몬파이 정말 맛있고요 애플커스타드도 맛있어요. 나머지 빵도 더 먹으러가야겠어요. 다이어트 하는 중인데 큰일이네요,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,호기,15,23,4.8,0,2024.05.02.,5.0,진짜 보물같은곳 ㅠ.. 지나가다가 빵들 비주얼이 너무 좋아서 홀린듯이 들어가서 사먹었는데 진짜 대존맛................................,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,나다,30,85,3.7,5,2024.03.01.,5.0,옆에 양꼬치집 가고 드르는 코스에요. 자리는 따로 없고 테이크아웃만 가능해요. 아기자기한 크기에 합리적인 가격에 왜 집이랑 머냐 ㅠ,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,💕,21,260,2.6,1,2024.01.06.,5.0,N/A,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,아예,19,18,2.8,0,2023.12.16.,5.0,사진은 없는디 진짜 개존맛탱....... 외국인친구랑 가서 애플커스터드 페스츄리인지 파이인지 시컀는데 딱 먹자마자 크림에 바닐라빈 개많이 박혀있고 그냥 너무 맛있고 너무 달지도않고 진짜 대박적임.... 위치만 좋았음 사장님 가게 확자애서 네임드 되셨을듯...친구가 들어가자고해서 들어갔는데 친구에게 압도적 감사,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,아리,39,155,3.3,5,2023.12.06.,5.0,진짜 대존맛 파이류 드셔보세요 특히 레몬… 쌉고수이심 카페들에 비하면 가격 합리적임,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,MS.FABULOUS,31,110,4,4,2023.04.30.,5.0,오 콜롬비아 원두 굿 에그타르트 굿,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,밍밍이,14,17,4.3,0,2023.04.28.,5.0,황홀한 경험을 할 수 있는 곳특히 갈레트 가장 중독성 있습니다,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,코로몬,19,53,4.3,0,2022.12.10.,5.0,소금빵 진짜 대박 왕맛...시간이 한참 지난 뒤에 먹었는데도 파삭 촉촉 또 먹으러 가겠습니다!,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,CC,21,55,3,0,2022.12.09.,5.0,와.... 진짜 맛있어요 ㅠ,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,ㅎ,29,110,2.7,10,2022.12.04.,1.0,사장이 기분을 상당히 더럽게 만드는 재주가 빵을 만드는 능력만큼 뛰어남,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,냠냠,24,128,4.6,0,2022.10.29.,5.0,N/A,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,쀼슐랭,72,815,3.7,804,2022.05.24.,4.0,N/A,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,맛객,24,61,3.1,5,2022.03.25.,2.0,맛은 맛있지만 가격이 상당히 거만하다. 사장님의 서비스도 별로..차라리 빠바 가는게 좋아용..,N/A
스위트가든뽀아르,"제과,베이커리",1008228288,먹깨비,27,134,3.5,7,2022.03.03.,5.0,역시 예상대로 유럽에 안가도 될만큼 맛있네요,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9286e6986a614d552079457482f09c55b73e389d%3Foriginal']
스위트가든뽀아르,"제과,베이커리",1008228288,김현지,28,100,2.8,4,2022.02.11.,5.0,존맛탱,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F08d88ba6c28386923021a078d253cbdcb1ecaf38%3Foriginal']
스위트가든뽀아르,"제과,베이커리",1008228288,태영,18,22,4,2,2022.01.29.,5.0,여기 사장님 죄송하지만 제과계의 변태 같습니다…,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F05f2c4e5fa44d8f0604f2be04945574f61c6e7dc%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F25076de28ecdcd140c7571ffd248a25bbbd6d165%3Foriginal']"
미스터육회연어왕 마포점,"육류,고기",1253462460,주민,30,116,2.6,2,2024.01.14.,1.0,개느려터짐..,N/A
미스터육회연어왕 마포점,"육류,고기",1253462460,KOREA N0 1,46,507,4.1,26,2022.12.09.,5.0,자주 식사하는 곳인데 신선하고 맛있는 육회가 있답니다. 사장님이 친절합니다.,N/A
미스터육회연어왕 마포점,"육류,고기",1253462460,징,5,6,4.7,2,2022.12.03.,5.0,개맛있음진짜....,N/A
굽네치킨 연남점,치킨,12591852,데이지,25,127,1.9,2,2024.11.30.,1.0,오리지널 포장했는데 너무 퍽퍽해서 버렸어요 이제 다른 지점 갈듯,N/A
굽네치킨 연남점,치킨,12591852,최사상 경영지도사,23,46,5,1,2024.05.08.,5.0,포장하면 더 싸요. 고추바사삭과 피자 맛이 끝내줍니다. 사장님 친절하십니다.,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa19deda99273558cf2065d710d58a0071f657ec89ca43d9dc09696e5a0ad3c64', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F03ccfa40904d46ddd8d714e95278a56e6a1494f537aee5e10c8832a561428f85', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc7ada305f24fe7806418effcecf32986bd40369bfaa1f0ba9e985d6fc1a8a155']"
굽네치킨 연남점,치킨,12591852,우기태,2,9,5,0,2023.08.26.,5.0,N/A,N/A
굽네치킨 연남점,치킨,12591852,.,3,3,1,0,2023.01.26.,1.0,사장님 장사 그렇게 하지 마세요,N/A
굽네치킨 연남점,치킨,12591852,랄룰라,10,13,4.4,0,2022.11.11.,5.0,다른 지점의 주인이 바뀌면서 순살의 양이 줄은 김에 조금 멀어도 시켜보자 해서 시켰는데 훨씬 맛있고 순살의 양도 더 많았어요 어차피 배달팁은 같아서 여기로 정착,N/A
굽네치킨 연남점,치킨,12591852,74kks,23,67,4.2,4,2020.01.01.,5.0,배민에서 배달시켰었는데 맛있었어서 이쪽도 리뷰 남겨요. 떡볶이&고추바사삭조합 맛있었습니다ㅎㅎ,N/A
굽네치킨 연남점,치킨,12591852,이승섭,5,3,1.7,0,2019.05.10.,1.0,여긴 기프트콘 등록도 안 되는 가게인가요??기프트콘 안 되는 굽네치킨이 어딨어요???,N/A
한성축산정육점직영식당,"육류,고기",21410332,기현,7,8,4,0,2025.03.27.,5.0,저만갈래요 오지마세요,N/A
한성축산정육점직영식당,"육류,고기",21410332,sh,25,69,3.5,2,2025.03.25.,3.0,N/A,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3f838e6c5042ccd6d3c2712afff50e0ab0070afc%3Foriginal']
한성축산정육점직영식당,"육류,고기",21410332,ㄱ.Personal INK(박현정),5,3,5,0,2025.03.24.,5.0,도심 속에서 야장을 느낄 수 있다니..^^집앞이라 자주 와요 오겹살 짱마싯음!사장님 친절하심!,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa978f191c081d242a5d22b82a2a657d097195d73%3Foriginal']
한성축산정육점직영식당,"육류,고기",21410332,~(˘▾˘~),9,6,5,1,2024.12.07.,5.0,오잉...저는 갈 때마다 주인 아저씨 친절하셨어요약간 무뚝뚝하긴 하셔두 불친절하진 않으셨는데..그리고 파김치 예술. 짜파게티 같이 팔아주시면 좋겠을 정도..,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6dac98f050d4bd669567c0c5d28e7766d251ff10%3Foriginal']
한성축산정육점직영식당,"육류,고기",21410332,ggg3879,17,32,3.7,4,2024.11.12.,3.0,남자 사장님 빼면 5점임,N/A
한성축산정육점직영식당,"육류,고기",21410332,혜림(🍒),3,2,1,0,2024.11.01.,1.0,사장님 기분파인지 불친절이..엄청 엄청 퉁명스럽게 말하세요. 처음 방문엔 갸웃했는데 두번째는 내돈 내가며 기분나쁠 일인가 싶고 맛으로 참아줄 만큼도 아닙니다.  연남동 주민인데 두번 만에 손절. 손님에게 예의를 차리라는 게 아니라 기본으로 사람과 사람으로서의 매너가 있어야하는 거 아닐까요? 안가는 것이 태도에 변화가 있으실 거란 생각에 후기 남깁니다.,N/A
한성축산정육점직영식당,"육류,고기",21410332,꼬꼬,4,1,5,0,2024.10.16.,5.0,완전 맛있고 친절하신 사장님!!! 짱짱 다들 진짜 가서 드세요 완전 강추 양도 완전 많고 배부르게 먹었어요 이 가격 서울에서 먹기 힘들 듯👍🏻👍🏻 이제 단골 될거 같아요,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5216721206ed251a870ca7ccdd796e414bc977de%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fc449c36473d9eb60040a634d086eb831b7af5ea8%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd144481c83f6e60c152a63e1d057a375c23f5701%3Foriginal']"
한성축산정육점직영식당,"육류,고기",21410332,오리,1,1,1,0,2024.07.09.,1.0,할말이없네,N/A
한성축산정육점직영식당,"육류,고기",21410332,태블릿,4,2,3,0,2024.07.08.,1.0,돈내고 기분 잡치고 싶은 분들에게 강추 합니다,N/A
한성축산정육점직영식당,"육류,고기",21410332,무야호,2,2,3,0,2024.07.08.,1.0,사장이 불친절안가고 말지 퉤,N/A
한성축산정육점직영식당,"육류,고기",21410332,bab,11,9,3,0,2024.07.07.,1.0,남자 사장님 불친절을 넘어 무례합니다. 고기 나눠서 시키려고 처음에 인원수보다 적게 시켰더니 그렇게 시킬 거면 다른 집 가라며 적게 시켜서 자기 기분 나쁘다고 쫓아내네요. 그 마인드로 쭉 장사 잘하시길 바랍니다.,N/A
한성축산정육점직영식당,"육류,고기",21410332,지빈,4,3,3.7,0,2024.07.07.,1.0,사장 건물주인거같음건물주 아니고서야 이런 마인드로 장사하면세달안에 보증금 까먹고 나갈거같은데…고기랑 육회비빔밥 시키니까 식사안된다고 하길래 고기랑 된장찌개 주문했더니 식사안된다고 나가라고함 고기 먹을때 된장찌개는 필수 아닌가?…그러더니 원래 쉬는날인데 단체와서 문연거고 그냥 다른집 가라고함그럴거면 처음부터 오늘 영업종료했다고 죄송하다고 하면 되는데돼지갈비 시키니까 돈 안될거같은 손님이라 그런지 불쾌하게 그냥 무지성으로 나가라고함명불허전 별점이 적은데는 이유가 있음1점도 아깝다,N/A
한성축산정육점직영식당,"육류,고기",21410332,미식돼지,23,61,3.8,6,2024.06.18.,5.0,"너무 맛있게 잘 먹었는데 리뷰보니 사장님이 기분파이신가.....? 제가 갔을 땐 남자 사장님 엄청 친절하셨어요. 오겹살이랑 목살 먹었는데 넘 맛있었어요. 특히 목살이 다른집이랑 다르게 부드러워요. 반찬도 다 맛있고 김치 종류가 특히 맛있더라고요. (파김치,배추김치,무김치) 라면이 메뉴에 없는게 아쉬웠음 ㅠ 된장도 시키려니까 김치찌개 추가로 나온다고 먼저 말씀해주시고요. 친구도 재방문 할거라고 했어요. 저도 재방문 의사 있습니다!",N/A
한성축산정육점직영식당,"육류,고기",21410332,kdajel,4,3,2.3,0,2024.03.19.,1.0,네이버에 11시 오픈이라 써있어서 11시5분경 방문했더니 왜왔냐고 1차 언성을 높임. 밥 먹으러 왔다 하니 장사안한다고 2차 화냄. 네이버에 11시 오픈이라 적혀있다 하니 본인이 쓴거아니고 손님들이 적은거라고 장사안한다고 구시렁댐..네이버 사업자 정보/카카오네비 사업자 정보를 손님이 적을 수가 있나요..? 장사하실 마음이 없음.하루만 장사하시나요? 카카오리뷰를 보고 갔어야하는데 사장님 태도가 불친절하고 엉망이네요.. 앞으로도 갈 일 없을 것 같습니다. 그런 마인드로 사업 하실 거라면 빠른 시일 내에 장사 접으시길,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4a4968a9f76eeff811cbc7ffaf57d6534985d457dd1f8db31f603a9fbd6ed1ba', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F8d9c662c8c5b674f0a081735dbeb9c4bf914291463effcc4c4e2660ed90d2f16']"
한성축산정육점직영식당,"육류,고기",21410332,jsp,3,4,2,0,2023.10.19.,1.0,사장 불친절이 디폴트값임,N/A
한성축산정육점직영식당,"육류,고기",21410332,BSP.ark,2,1,1,0,2023.05.05.,1.0,장사마인드가 안되어있음. 등심 1인분시킨다고 질긴부분만 준다라는 말을 듣고 두번다시 가고싶지않은 곳이 되어버림.,N/A
한성축산정육점직영식당,"육류,고기",21410332,짱구,21,38,3.6,1,2022.08.10.,1.0,정정합니다...많이 시키면 그램 수 속이네요 ㅋㅋㅋㅋㅋ,N/A
한성축산정육점직영식당,"육류,고기",21410332,HR,33,114,3.9,4,2021.12.17.,5.0,사장님 정말 친절하시고 육회랑 김치찌개가 맛있었어요!육회는 서울식 간장+후추양념에 노른자+배있는 육회!,N/A
한성축산정육점직영식당,"육류,고기",21410332,도담이네,31,80,1.9,4,2021.06.13.,1.0,애매하네요 전,N/A
한성축산정육점직영식당,"육류,고기",21410332,🥟,13,34,4.5,0,2021.04.16.,2.0,고기가 맛있고 사장님은 불친절함,N/A
빠끼또,양식,11749150,끼얏호우,77,1108,4.4,432,2024.12.08.,4.0,빠에야 맛있게 먹음,N/A
빠끼또,양식,11749150,.,3,5,3.6,0,2024.06.02.,5.0,개굿~,N/A
빠끼또,양식,11749150,또리,15,37,4.3,1,2024.01.24.,5.0,빠에야 최고 맛집,N/A
빠끼또,양식,11749150,적절한상대,21,52,3.7,0,2024.01.06.,3.0,스페인 요리 맛집이지만 호불호가 많이 갈릴만한 맛입니다. 그리고 찾아가기가 너무 힘들어요. 외진곳에 있어요. 빠에야가 간이 좀 약한데 스페인 오리지널은 그런가봅니가. 직접 썰어주는 하몽이 맛있읍니다,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4994fc0fedb8dc771981aef1201860c8c7d28f56%3Foriginal']
빠끼또,양식,11749150,01,21,81,3.9,4,2023.10.23.,3.0,N/A,N/A
빠끼또,양식,11749150,쨍하면해뜰날,34,269,4.6,5,2023.09.12.,5.0,해산물 빠에야와 더불어 한잔하기 좋습니다.,N/A
빠끼또,양식,11749150,과객,3,4,5,0,2023.07.16.,5.0,"지인에게 빠에야 추천받고 갔는데,정말 맛있게 먹었습니다.그리고 제가 비싼곳 가서 최상급 하몽을 먹어보진 못했지만,여기저기서 맛본 하몽 중에 제일 나았습니다.바로 썰어주시는 그 하몽 맛이 참 감칠맛 좋았어요.다른 메뉴들도 궁금하네요.",N/A
빠끼또,양식,11749150,에에에웅,28,134,3.9,2,2023.05.05.,5.0,항상 맛잇게먹는 먹물빠에아맛집 ㅎㅎ,N/A
빠끼또,양식,11749150,정재엽,3,1,5,0,2023.03.26.,5.0,너무 맛있는 빠에야 맛집,N/A
빠끼또,양식,11749150,.,44,316,4,13,2023.03.15.,4.0,동네에 있어서 볼때마다 가보고싶다 생각한 곳이었는데 무난하게 맛있게 먹었어요 가격대비 따졌을때 재방문할지는 잘 모르겠어요,N/A
빠끼또,양식,11749150,오만과 편육,61,398,3.6,399,2023.02.15.,5.0,나 스페인 사람인가봐...,N/A
빠끼또,양식,11749150,Ceci,6,4,3.3,0,2022.09.16.,2.0,하몽만 괜찮고 기본요리인 빠에야나 나머지 요리는 넘별로였어요 평이 좋아서 기대하고 일부러 찾아간건데 실망스러워서 재방문 의사는 없습니다. 그리고 넘 불친절해서 당황했어요.,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff17faee133bca46c0474aa083f75d662b35860e9%3Foriginal']
빠끼또,양식,11749150,뜌루루,22,43,4.3,0,2022.02.13.,5.0,N/A,N/A
빠끼또,양식,11749150,ㅇㅅㅇ,26,103,3.9,1,2021.10.26.,4.0,빠에야는 교환학생할 때 먹던거 기억나게 해줬구 하몽 진짜 존맛탱이었다ㅠㅠ,N/A
빠끼또,양식,11749150,맛따라멋따라,25,71,2.7,0,2021.05.15.,2.0,딱 무난함.. 평가가 엄청 좋아서 많은 기대를 했는데 오히려 가격 대비 음식 맛은 많이 떨어진다는 느낌. 무난한 맛인데 그 맛에 비해서 비싸다. 감바스도 빠에야도 정말 그저 그럼.,N/A
빠끼또,양식,11749150,Han,13,19,4.3,1,2020.10.19.,5.0,가격대 적당하고 파에야도 현지화가 잘된거 같아요. 샹그리아도 훌륭합니다. 스페인 현지맛은 모르지만  샌프란시스코에서 자주 갔던 스페인 레스토랑 생각도 나고 아주 좋았어요.,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F820e8a3a667974957720edb130e14cee1732b60c%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F8702c29545adc49f9a4e6c1fdc940256bd8f3af1%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F913129ec1e5dbba3a1ef9452bab2ce276dfd0d4a%3Foriginal']"
빠끼또,양식,11749150,안별이,8,15,5,0,2020.10.05.,5.0,N/A,N/A
빠끼또,양식,11749150,43883,4,18,4.6,0,2020.09.19.,5.0,N/A,N/A
빠끼또,양식,11749150,원덕주,3,10,4,0,2020.07.16.,4.0,N/A,N/A
빠끼또,양식,11749150,스타,17,45,3.6,0,2020.06.26.,5.0,리뷰남기기  아까운집이죠.세보데깜보  등급의 현장 핸드카브드 하몽오징어먹물  빠에야최고 가성비의 와인,N/A
연남화로,"육류,고기",422647142,판교맛쟁이,19,23,5,2,2024.11.18.,5.0,"분위기가 진짜 겁나 깡패예요 ㅎㅎ 연남동이 핫플인건 알았는데, 그 이상의 무드를 뽐내는 곳.강추합니다!!","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F684aabebdfa4a8c1de89d998b6c3b7dfecbcf1d4%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fcc9d105723c8a8fabfa68568e4ab208aef915c49%3Foriginal']"
연남화로,"육류,고기",422647142,연재,25,52,3.8,2,2024.05.19.,5.0,식당 입장부터 너무 친절하게 안내해주셔서 너무 좋았어요. 반찬도 세가지 뿐이였지만 다 맛있었어요! 특히 명이나물이 그렇게 맛있는줄 몰랐네요 ㅎ 고기도 처음부터 끝까지 맛있었고 중간에 깜짝 선물과 불쇼 덕분에 더 행복했습니다!,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F43956318a0843dd70444a8408bd475041f9ef2a2%3Foriginal']
연남화로,"육류,고기",422647142,.,21,31,4.5,1,2024.05.07.,5.0,소고기 진짜 존맛.... 연남세트 왕 추천함니다된장찌개두 맛나욤직원분들도 짱 친절하세요 💓💓 소고기 머그러 또 올게요 !!!!!!,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd8ba95a82632d0edf7a91283a50a241d1e98ebbd%3Foriginal']
연남화로,"육류,고기",422647142,🐥,13,26,3.4,0,2025.05.06.,5.0,N/A,N/A
연남화로,"육류,고기",422647142,honest,14,12,3.3,0,2025.03.18.,5.0,직원분들 모두 친절하시고 고기도 맛있어요..👍,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F142c7bbc7d70706fbad8eb186eef6f92bff47e50%3Foriginal']
연남화로,"육류,고기",422647142,김수미,5,3,5,0,2025.03.05.,5.0,너무 맛있었어요! 게다가 직원분들도 친절해서 더더욱 좋았답니다 ◡̎,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5d257052d31b5ddd5a4517f17505e060b6fd6c48%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb21fe3798ac3c4cc18b40e86c7ccdeeaf9fb5774%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5f2c2cef14c8371478309cd182951b16966539ab%3Foriginal']"
연남화로,"육류,고기",422647142,엥뿌삐,3,2,5,0,2025.01.23.,5.0,맛있어요!,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fbef9e978417e2cd242bf69c5d600b6fca3976fcb%3Foriginal']
연남화로,"육류,고기",422647142,김지혜,11,9,5,1,2025.01.14.,5.0,연남화로는 특색 있는 화로구이를 즐길 수 있을 뿐만 아니라 분위기 좋은 공간과 다양한 음료를 함께 즐길 수 있어 즐길 수 있는 포인트가 많았어요.데이트는 물론 회식이나 소규모 모임 장소로도 잘 어울려요. 연남동 데이트코스를 고민하신다면 연남화로 추천드려요!,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa9dfda8395dd05cfc4dbfde7722709c2bd610da6%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0c38d8d13ce3d4fc8e872234f9c1a26f22c9966c%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fda095448aa663f17997dbc111177fb1f4493bdcd%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6646bf5b86c5259b0f7e4cb4202819488090b493%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb13299c13567894eda5d7f1c3c0279c77e0ddb71%3Foriginal']"
연남화로,"육류,고기",422647142,Cy,8,6,5,0,2025.01.08.,5.0,정말 맛있어요 데이트 하기 딱좋은 연남동 소고기집이에요 또가고싶네요 오늘 갔는데도 흑흑   짱맛있어요,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb66dc0c8c8502ccac7bf31d5fd14d282bcdeea2e%3Foriginal']
연남화로,"육류,고기",422647142,김크리,2,2,5,0,2025.01.07.,5.0,연남동 소고기 화로구이 맛집🩷다양한 구성에 주차까지 가능한 찐맛집,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fccf5d9687d957df24b000284778a9603367b5f1c%3Foriginal']
연남화로,"육류,고기",422647142,김나영,20,24,2.9,1,2024.12.23.,5.0,맛있는 고기 먹고 싶어 찾다 눈에 띄어 방문했어요 부챗살은 육즙 가득이고 진꽃살은 입에서 사르르 녹아 진짜 맛있게 먹었어요 !! 소시지랑 가리비도 맛있고 둘이 갔지만 푸짐하게 먹고 싶어 3인으로 주문해먹었는데 후회 없는 선택이었어요.. 직원분들 친절하시고 사장님은 센스 넘치십니다 고기도 구워주어 편안하게 즐길 수 있었어요 !! 계속 생각날 것 같은데 다음에 또 방문할게요,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5695886707ff0fc55f32bc0eb4f927c8802acfa4%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fea9d08ef7339c4affaf1cbebbe40494f6c6c4cef%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe90b39fe910a65447fd59cc6b5d264705615b963%3Foriginal']"
연남화로,"육류,고기",422647142,띵,70,996,4.4,1061,2024.12.22.,5.0,이게음식점이지,N/A
