사업장명,소재지전체주소,도로명전체주소,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),상세보기url
고을집 김치생삼겸살,서울특별시 마포구 연남동 487-291,"서울특별시 마포구 성미산로 96, 1층 (연남동)",192699.108546755,450998.177804393,https://place.map.kakao.com/1199425293
백식당,서울특별시 마포구 연남동 382-1,"서울특별시 마포구 동교로38길 28, 2층 (연남동)",193342.490903059,451043.516688883,https://place.map.kakao.com/158861821
서양면옥,서울특별시 마포구 연남동 382-2,"서울특별시 마포구 연희로1길 43, 1층 101호 (연남동)",193368.198163316,450961.706568349,https://place.map.kakao.com/2036858666
여덟,서울특별시 마포구 연남동 390-3번지,"서울특별시 마포구 동교로38길 22, 1층 (연남동)",193333.878114289,451064.26004548,https://place.map.kakao.com/1071904779
쿄라멘(Kyo ramen),서울특별시 마포구 연남동 385-4번지,"서울특별시 마포구 동교로46길 25, 지층 (연남동)",193407.881523287,451116.914075611,https://place.map.kakao.com/887102975
유니의 우아한 식탁,서울특별시 마포구 연남동 390-32,"서울특별시 마포구 동교로38길 27-8, 1층 (연남동)",193385.066799498,451053.80313477,https://place.map.kakao.com/490712494
목로집,서울특별시 마포구 연남동 570-38번지,"서울특별시 마포구 월드컵북로6길 19, 가동 1층 101호 (연남동)",192822.946368818,450675.868679927,
연남제빵소,서울특별시 마포구 연남동 568-23,"서울특별시 마포구 동교로27길 41, 1층 (연남동)",192990.763156695,450825.627592405,https://place.map.kakao.com/525569804
분식,서울특별시 마포구 연남동 487-21번지,"서울특별시 마포구 성미산로17길 115, 1층 (연남동)",192582.649740753,451591.947950796,https://place.map.kakao.com/2086771916
무쇠김치삼겹살연남 주식회사,서울특별시 마포구 연남동 260-16,"서울특별시 마포구 동교로38길 4, 지1층 (연남동)",193265.69579568,451042.613331402,https://place.map.kakao.com/511084756
누구나홀딱반한닭연남점,서울특별시 마포구 연남동 258-1,"서울특별시 마포구 동교로 249, 1층 (연남동)",193231.086269135,451102.744773685,https://place.map.kakao.com/2012235509
우온,서울특별시 마포구 연남동 566-67,"서울특별시 마포구 연남로 15, 1층 (연남동)",193096.747690778,450978.587656085,https://place.map.kakao.com/773182476
서울아일랜드,서울특별시 마포구 연남동 564-37,"서울특별시 마포구 연남로1길 88, 1층 (연남동)",192748.176543585,450724.712541315,https://place.map.kakao.com/108686102
대승곱창,서울특별시 마포구 연남동 260-16,"서울특별시 마포구 동교로38길 4, 1층 (연남동)",193265.69579568,451042.613331402,https://place.map.kakao.com/387546287
온정,서울특별시 마포구 연남동 387-15,"서울특별시 마포구 동교로 262-10, 지1층 B01호 (연남동)",193354.6593768,451158.374077137,https://place.map.kakao.com/1248582262
알앤엠(Are&am),서울특별시 마포구 연남동 487-93번지,"서울특별시 마포구 성미산로17길 12, 1층 (연남동)",192706.937411246,451096.816911704,https://place.map.kakao.com/2022136907
그랜드마마,서울특별시 마포구 연남동 567-42번지,"서울특별시 마포구 연남로 13, 2층 (연남동)",193111.636844334,450957.655837506,https://place.map.kakao.com/1330940152
문일리(moonily),서울특별시 마포구 연남동 487-424번지,"서울특별시 마포구 연남로13길 9, 1층 102호 (연남동)",192581.770906131,451605.649705988,https://place.map.kakao.com/1908121915
잔상,서울특별시 마포구 연남동 390-39,"서울특별시 마포구 동교로38길 33-10, 1층 (연남동)",193405.422326243,451033.087793544,https://place.map.kakao.com/243609444
그동네떡볶이,서울특별시 마포구 연남동 259-16,"서울특별시 마포구 동교로 243, 지하1층 (연남동)",193227.15380595,451049.724992389,https://place.map.kakao.com/1276561183
르누아즈,서울특별시 마포구 연남동 383-91,"서울특별시 마포구 동교로46길 42-9, 지층 2호 (연남동)",193453.143769224,451055.970235934,https://place.map.kakao.com/1766799976
메리트리(meritree),서울특별시 마포구 연남동 241-18번지,"서울특별시 마포구 성미산로29안길 17, 2층 (연남동)",193138.910909445,451448.804159981,https://place.map.kakao.com/1201558520
장작새,서울특별시 마포구 연남동 225-12,"서울특별시 마포구 동교로 277, 1층 (연남동)",193412.289363839,451327.798993592,https://place.map.kakao.com/585043229
곱깨비 연남본점,서울특별시 마포구 연남동 387-38,"서울특별시 마포구 성미산로 190-33, 엠케이 1층 (연남동)",193370.227706299,451133.204309901,https://place.map.kakao.com/105614306
톨테일,서울특별시 마포구 연남동 227-24번지,"서울특별시 마포구 성미산로 190-3, 2층 (연남동)",193408.141885141,451162.965954924,https://place.map.kakao.com/709086753
어니스트팬케이크(HONEST PANCAKES),서울특별시 마포구 연남동 390-64,"서울특별시 마포구 동교로38안길 13, 1층 (연남동)",193296.256744916,451124.500538479,https://place.map.kakao.com/633345241
연남동 미로끝,서울특별시 마포구 연남동 228-2,"서울특별시 마포구 성미산로 190-4, 지층 (연남동)",193396.312538896,451175.258534614,https://place.map.kakao.com/1879942970
호안끼엠,서울특별시 마포구 연남동 383-91번지,"서울특별시 마포구 동교로46길 42-9, 지1층 (연남동)",193453.143769224,451055.970235934,https://place.map.kakao.com/1843692132
연남토마,서울특별시 마포구 연남동 568-26번지,"서울특별시 마포구 월드컵북로6길 61, 1, 2층 (연남동)",192991.120652865,450806.328682473,https://place.map.kakao.com/308342289
미묘,서울특별시 마포구 연남동 241-75번지,"서울특별시 마포구 성미산로29안길 19-13, 1층 (연남동)",193111.5308938,451459.149549922,
리옥,서울특별시 마포구 연남동 258-2,"서울특별시 마포구 동교로39길 7, 1층 (연남동)",193219.499310295,451095.012328484,https://place.map.kakao.com/1484560093
하쿠텐(白天),서울특별시 마포구 연남동 387-6,"서울특별시 마포구 동교로 266-12, 지1층 일부 (연남동)",193375.925180924,451173.903908692,https://place.map.kakao.com/2000734287
랫댓(Rat that),서울특별시 마포구 연남동 258-5번지,"서울특별시 마포구 동교로 243-4, 2층 (연남동)",193230.539434316,451074.288649203,https://place.map.kakao.com/223022276
책방곱셈,서울특별시 마포구 연남동 245-44번지,"서울특별시 마포구 성미산로29길 33, 1층 (연남동)",193020.872817876,451453.214305742,https://place.map.kakao.com/138332755
갓잇(GODEAT),서울특별시 마포구 연남동 240-2,"서울특별시 마포구 성미산로 161-13, K&L 1층 (연남동)",193180.534605889,451442.58518123,https://place.map.kakao.com/607192266
연남친친,서울특별시 마포구 연남동 370-30,"서울특별시 마포구 연남로7길 24, 지1층 (연남동)",192771.663883465,451278.209022329,
장농속,서울특별시 마포구 연남동 384-10번지,"서울특별시 마포구 동교로46길 22, 1층 (연남동)",193378.560851628,451104.59050326,
수수,서울특별시 마포구 연남동 240-2번지,"서울특별시 마포구 성미산로 161-13, K&L 지1층 (연남동)",193180.534605889,451442.58518123,
서점리스본 포르투,서울특별시 마포구 연남동 375-117번지,"서울특별시 마포구 성미산로23길 60, 1,2,3층 (연남동)",192868.181308084,451538.418295733,https://place.map.kakao.com/1763141309
장끼전,서울특별시 마포구 연남동 387-38,"서울특별시 마포구 성미산로 190-33, 지1층 (연남동)",193370.227706299,451133.204309901,https://place.map.kakao.com/515685697
포가레이(Pho ga le),서울특별시 마포구 연남동 373-13번지,"서울특별시 마포구 동교로 227-7, 2층 (연남동)",193178.740217113,450935.597109713,https://place.map.kakao.com/576311489
오파츠,서울특별시 마포구 연남동 387-8,"서울특별시 마포구 동교로 262-13, 1층 (연남동)",193374.408494407,451157.193748146,https://place.map.kakao.com/678190005
프롬더맘(from the mom),서울특별시 마포구 연남동 390-39,"서울특별시 마포구 동교로38길 33-10, 지1층 B02호 (연남동)",193405.422326243,451033.087793544,https://place.map.kakao.com/27159623
파델라,서울특별시 마포구 연남동 567-34번지,"서울특별시 마포구 연남로1길 11, 1층 (연남동)",193072.757498547,450931.589097997,https://place.map.kakao.com/232949674
위드위시(with wish),서울특별시 마포구 연남동 390-35,"서울특별시 마포구 동교로38길 33, 지빌딩 2층 201호 (연남동)",193368.700594756,451027.037323466,https://place.map.kakao.com/540661189
피크닉마나올라나,서울특별시 마포구 연남동 240-29번지,"서울특별시 마포구 성미산로 153-16, 1층 (연남동)",193135.483419345,451427.235763893,https://place.map.kakao.com/193282374
질리(Gilli),서울특별시 마포구 연남동 390-24번지,"서울특별시 마포구 동교로38길 23, 지층일부 (연남동)",193346.826400704,451064.38982279,https://place.map.kakao.com/1506305363
연피랑,서울특별시 마포구 연남동 228-25,"서울특별시 마포구 동교로46길 3, 1층 (연남동)",193325.413167254,451171.783621702,https://place.map.kakao.com/2064615619
땅땅치킨(연남점),서울특별시 마포구 연남동 228-10,"서울특별시 마포구 동교로 268, 2층 (연남동)",193362.568699013,451223.445812328,https://place.map.kakao.com/1194989596
코이크,서울특별시 마포구 연남동 255-23번지,"서울특별시 마포구 동교로39길 8, 2층 (연남동)",193204.24064403,451112.225453683,https://place.map.kakao.com/727239043
모래미집,서울특별시 마포구 연남동 241-80,"서울특별시 마포구 성미산로29안길 29, B101호 (연남동)",193172.273610871,451495.963862654,https://place.map.kakao.com/2056073253
연남마실,서울특별시 마포구 연남동 454-11번지,"서울특별시 마포구 동교로51길 129-2, 1층 (연남동)",192853.537643548,451571.863713121,https://place.map.kakao.com/485216607
벤코크(vencoch),서울특별시 마포구 연남동 390-94번지,"서울특별시 마포구 동교로38길 9, 3,4층 (연남동)",193287.423983642,451090.419815317,https://place.map.kakao.com/544572251
(주)아각아각,서울특별시 마포구 연남동 570-23번지,"서울특별시 마포구 동교로25길 57, 1층 104호 (연남동)",192862.797547792,450772.181650595,
스필아웃,서울특별시 마포구 연남동 260-5,"서울특별시 마포구 동교로38길 6-5, 1층 (연남동)",193291.594034661,451053.919020673,https://place.map.kakao.com/889553279
이주방,서울특별시 마포구 연남동 227-2번지,"서울특별시 마포구 연희로 33, 2층 (연남동)",193474.45158647,451066.528107642,https://place.map.kakao.com/1315942810
이억만 껍데기,서울특별시 마포구 연남동 229-59,"서울특별시 마포구 동교로 255, 1층 (연남동)",193259.261271902,451158.969001131,https://place.map.kakao.com/270292669
그리너 연남본점,서울특별시 마포구 연남동 240-22,"서울특별시 마포구 성미산로 157, 1층 (연남동)",193185.609429952,451375.76619893,https://place.map.kakao.com/98017082
위치앤그레텔,서울특별시 마포구 연남동 487-343,"서울특별시 마포구 성미산로17길 62, 1층 (연남동)",192645.779769268,451328.384655377,https://place.map.kakao.com/362902426
더배드저널,서울특별시 마포구 연남동 570-23번지,"서울특별시 마포구 동교로25길 57, 102호 (연남동)",192862.797547792,450772.181650595,
일더하기이분의일,서울특별시 마포구 연남동 561-3번지,"서울특별시 마포구 동교로27길 80, 1층 (연남동)",192893.771003078,450990.986400021,https://place.map.kakao.com/27272525
업투미(up to me),서울특별시 마포구 연남동 223-111,"서울특별시 마포구 성미산로 165-6, 동보빌딩 1층 (연남동)",193280.58439201,451391.545488928,https://place.map.kakao.com/1566624194
키친숲,서울특별시 마포구 연남동 228-32,"서울특별시 마포구 동교로 256-10, 1층 (연남동)",193319.998421245,451131.951041558,https://place.map.kakao.com/1709576075
연남로지,서울특별시 마포구 연남동 390-35,"서울특별시 마포구 동교로38길 33, 지빌딩 2층 202호 (연남동)",193368.700594756,451027.037323466,https://place.map.kakao.com/1517026950
베리굿베리카인드(Berry good Berry kind),서울특별시 마포구 연남동 245-63,"서울특별시 마포구 성미산로29길 23, 지상1층 (연남동)",193048.868662843,451414.309774838,
카페 스타플레이스,서울특별시 마포구 연남동 369-14번지,"서울특별시 마포구 연남로 51, 3층 (연남동)",192898.760307068,451287.444339612,
연남하라,서울특별시 마포구 연남동 373-6,"서울특별시 마포구 연남로 12, 우측 102호 (연남동)",193153.022684011,450954.945733374,https://place.map.kakao.com/2107725295
올바른김밥,서울특별시 마포구 연남동 227-5,"서울특별시 마포구 동교로46길 42, 1층일부 (연남동)",193462.794150146,451092.249061169,https://place.map.kakao.com/27495653
돈파스팔레,서울특별시 마포구 연남동 390-98,"서울특별시 마포구 동교로38안길 18, 지하1층 (연남동)",193312.694171509,451110.102447909,https://place.map.kakao.com/459709333
살선생,서울특별시 마포구 연남동 383-102,"서울특별시 마포구 연희로1길 59-3, 지층 (연남동)",193422.347341464,451030.708357571,https://place.map.kakao.com/357037106
옐로우미플(Yellow Meeple),서울특별시 마포구 연남동 383-38,"서울특별시 마포구 연희로1길 45, 3층 (연남동)",193385.328707625,450975.789710327,https://place.map.kakao.com/1623819755
플레이버(flavor),서울특별시 마포구 연남동 387-18,"서울특별시 마포구 동교로46길 9, 지하1층 (연남동)",193344.151452578,451152.135970208,https://place.map.kakao.com/1281725552
후쿠오카 함바그 연남점,서울특별시 마포구 연남동 387-18번지,"서울특별시 마포구 동교로46길 9, 지상2층 (연남동)",193344.151452578,451152.135970208,
힠컵(hiccup),서울특별시 마포구 연남동 390-67,"서울특별시 마포구 동교로38안길 7, 1층 (연남동)",193274.889223935,451103.949826811,https://place.map.kakao.com/561396186
이노시시,서울특별시 마포구 연남동 226-16,"서울특별시 마포구 성미산로 197, 1층 103호 (연남동)",193481.279952685,451149.701662492,https://place.map.kakao.com/11797723
하모네꼬,서울특별시 마포구 연남동 487-180,"서울특별시 마포구 성미산로15길 58-19, 지1,1층 (연남동)",192626.440217094,451320.65950893,https://place.map.kakao.com/507944603
땡스오트,서울특별시 마포구 연남동 375-113번지,"서울특별시 마포구 성미산로23길 68, 지상1층 (연남동)",192853.238757074,451556.63833617,https://place.map.kakao.com/966554753
발리문,서울특별시 마포구 연남동 228-48번지,"서울특별시 마포구 동교로 248-1, 지상2층 (연남동)",193262.216340902,451085.435101246,https://place.map.kakao.com/176930828
연남복돼지,서울특별시 마포구 연남동 228-48번지,"서울특별시 마포구 동교로 248-1, 1층 (연남동)",193262.216340902,451085.435101246,https://place.map.kakao.com/1869200212
조원,서울특별시 마포구 연남동 240-44,"서울특별시 마포구 성미산로 151, 1층 (연남동)",193140.916567023,451346.433040154,https://place.map.kakao.com/1961525507
스시지현,서울특별시 마포구 연남동 373-13,"서울특별시 마포구 동교로 227-7, 1층 (연남동)",193178.740217113,450935.597109713,https://place.map.kakao.com/1297596109
토요코인,서울특별시 마포구 연남동 229-55번지,"서울특별시 마포구 동교로 257-1, 1층 (연남동)",193280.92373965,451182.596771878,
바람커피,서울특별시 마포구 연남동 390-48번지,"서울특별시 마포구 동교로38길 26-7, 지층 102호 (연남동)",193330.558419333,451040.183263758,https://place.map.kakao.com/243023867
콩카페 연남점(CONG CAPHE),서울특별시 마포구 연남동 223-114,"서울특별시 마포구 성미산로 161-14, 1층 (연남동)",193193.009976788,451457.420225996,https://place.map.kakao.com/1178288045
심원,서울특별시 마포구 연남동 241-74,"서울특별시 마포구 성미산로29안길 19-7, 1층 (연남동)",193132.225237433,451458.208790218,https://place.map.kakao.com/1499614621
小주방,서울특별시 마포구 연남동 387-6,"서울특별시 마포구 동교로 266-12, 1층 (연남동)",193375.925180924,451173.903908692,https://place.map.kakao.com/448277762
어반루프(UrbanRoof),서울특별시 마포구 연남동 390-71,"서울특별시 마포구 동교로38길 13, 3층 (연남동)",193303.524529969,451089.39109448,https://place.map.kakao.com/880819463
정민옥,서울특별시 마포구 연남동 487-394,"서울특별시 마포구 월드컵북로 52-4, HC빌딩 1층 (연남동)",192668.983284619,450756.944444007,
연남목화,서울특별시 마포구 연남동 227-31,"서울특별시 마포구 성미산로 190-11, 지층 (연남동)",193400.225265953,451139.146640342,https://place.map.kakao.com/1537352747
그루비,서울특별시 마포구 연남동 493-12번지,"서울특별시 마포구 동교로27길 95, 1층 (연남동)",192830.710369986,451039.123187303,https://place.map.kakao.com/547469132
오랑지 Oh!range,서울특별시 마포구 연남동 390-71번지,"서울특별시 마포구 동교로38길 13, 2층 (연남동)",193303.524529969,451089.39109448,https://place.map.kakao.com/1007372949
카쿠시타,서울특별시 마포구 연남동 390-30,"서울특별시 마포구 동교로38길 33-15, 지1층 (연남동)",193403.990746851,451067.5885236,https://place.map.kakao.com/1317927211
커피냅로스터스 연남동,서울특별시 마포구 연남동 453-32번지,"서울특별시 마포구 성미산로27길 70, 1층 (연남동)",192880.895233544,451576.548274213,https://place.map.kakao.com/712401118
작당모의,서울특별시 마포구 연남동 381-15,"서울특별시 마포구 동교로32길 19, 지하1층 일부, 1층 (연남동)",193340.266290577,450926.420870255,https://place.map.kakao.com/500916307
회의,서울특별시 마포구 연남동 390-71,"서울특별시 마포구 동교로38길 13, 1층 (연남동)",193303.524529969,451089.39109448,https://place.map.kakao.com/1336678649
풍월,서울특별시 마포구 연남동 454-12,"서울특별시 마포구 동교로51길 129-4, 1층 (연남동)",192859.399622296,451565.197301023,https://place.map.kakao.com/1824299021
구테로이테(gute Leute) 연남점,서울특별시 마포구 연남동 387-3,"서울특별시 마포구 동교로 266-6, 1층 (연남동)",193354.716017152,451202.234464344,https://place.map.kakao.com/1443597460
모츠모츠,서울특별시 마포구 연남동 566-19번지,"서울특별시 마포구 연남로3길 23, 1층 (연남동)",192983.569278106,450960.970380587,https://place.map.kakao.com/736219763
쨈지달,서울특별시 마포구 연남동 390-57,"서울특별시 마포구 동교로38안길 23, 지층 (연남동)",193340.017046356,451104.079417777,https://place.map.kakao.com/550827870
여의주,서울특별시 마포구 연남동 260-45,"서울특별시 마포구 동교로34길 8, 1층 (연남동)",193285.997252264,450962.884185585,https://place.map.kakao.com/23690404
블렌딩바 연남,서울특별시 마포구 연남동 390-37,"서울특별시 마포구 동교로38길 33-9, 1층 좌측호 (연남동)",193391.913773055,451043.708118626,https://place.map.kakao.com/1752601436
카페 늘보,서울특별시 마포구 연남동 223-8,"서울특별시 마포구 동교로51안길 26, YJ빌딩 2층 (연남동)",193218.917885506,451454.938408683,
크루이프14(KRUIJFF14),서울특별시 마포구 연남동 373-10번지,"서울특별시 마포구 동교로 227-11, 3층 (연남동)",193170.937364424,450947.887344165,
유니르(Unir),서울특별시 마포구 연남동 228-32,"서울특별시 마포구 동교로 256-10, 지층 (연남동)",193319.998421245,451131.951041558,https://place.map.kakao.com/1761156720
삼십삼유콘(33YUKON),서울특별시 마포구 연남동 390-25번지,"서울특별시 마포구 동교로38길 27, 지층일부 (연남동)",193353.897517063,451052.823426825,https://place.map.kakao.com/1934771100
서당개2년로스터스,서울특별시 마포구 연남동 454-13,"서울특별시 마포구 동교로51길 129-6, 1~4층 (연남동)",192865.429205013,451558.374151603,https://place.map.kakao.com/262767594
왼(when),서울특별시 마포구 연남동 390-28번지,"서울특별시 마포구 동교로38길 27-19, 지1층 좌측 (연남동)",193388.640487997,451076.653833242,
나는 술로,서울특별시 마포구 연남동 383-95,"서울특별시 마포구 연희로1길 65, 지하1층일부 (연남동)",193450.982469993,451037.888450557,https://place.map.kakao.com/798127368
저스트텐동 연남본점,서울특별시 마포구 연남동 228-25,"서울특별시 마포구 동교로46길 3, 지층 (연남동)",193325.413167254,451171.783621702,https://place.map.kakao.com/1972592086
주막,서울특별시 마포구 연남동 570-1,"서울특별시 마포구 동교로23길 64, 1층 (연남동)",192768.731680864,450702.21268328,https://place.map.kakao.com/2066571743
우고미,서울특별시 마포구 연남동 227-23,"서울특별시 마포구 성미산로 192, 챕터 연남 2층 (연남동)",193417.048996653,451170.968375428,https://place.map.kakao.com/566745003
연남동 베르데,서울특별시 마포구 연남동 387-13,"서울특별시 마포구 동교로 262-6, 1층 (연남동)",193340.735314799,451178.301115468,https://place.map.kakao.com/1146767160
코발트 무드(Cobalt Mood),서울특별시 마포구 연남동 382-19번지,"서울특별시 마포구 동교로38길 42, 1층 (연남동)",193363.283843139,450978.941260592,
연어롭다,서울특별시 마포구 연남동 382-19번지,"서울특별시 마포구 동교로38길 42, 지하1층 (연남동)",193363.283843139,450978.941260592,https://place.map.kakao.com/1689615887
네코네기,서울특별시 마포구 연남동 390-42,"서울특별시 마포구 동교로38길 35, 2층 (연남동)",193373.831475799,451009.247362155,https://place.map.kakao.com/540046926
안스키친,서울특별시 마포구 연남동 387-7,"서울특별시 마포구 성미산로 190-8, 2층 (연남동)",193383.204843216,451164.287838158,https://place.map.kakao.com/582455988
백경,서울특별시 마포구 연남동 390-78번지,"서울특별시 마포구 동교로38길 16, 지층 (연남동)",193317.437499539,451075.549617604,https://place.map.kakao.com/468599442
모퉁e,서울특별시 마포구 연남동 241-98,"서울특별시 마포구 성미산로29길 46, 1층 101호 (연남동)",193041.217066398,451527.85990683,https://place.map.kakao.com/1469510692
연교,서울특별시 마포구 연남동 383-95,"서울특별시 마포구 연희로1길 65, 1층 (연남동)",193450.982469993,451037.888450557,https://place.map.kakao.com/934767425
플러피(Fluffy),서울특별시 마포구 연남동 384-11,"서울특별시 마포구 동교로46길 24-5 (연남동, 지1층일부)",193396.307371809,451094.690753049,https://place.map.kakao.com/1462674870
한성관,서울특별시 마포구 연남동 361-10번지,"서울특별시 마포구 연남로 76, 1, 2층 (연남동)",192803.697927693,451499.897848881,
연남 흑돼지,서울특별시 마포구 연남동 260-52,"서울특별시 마포구 동교로32길 3, 1층 (연남동)",193263.533815051,450953.695999775,https://place.map.kakao.com/851863430
소울,서울특별시 마포구 연남동 229-34,"서울특별시 마포구 동교로 259, 지1층 (연남동)",193289.918812666,451196.968904625,
빽다방 연남센트럴점,서울특별시 마포구 연남동 228-44,"서울특별시 마포구 동교로 252, 1층 (연남동, 일부)",193265.922229221,451122.252891054,https://place.map.kakao.com/1313480450
풀뜯는돼지(별관),서울특별시 마포구 연남동 260-45,"서울특별시 마포구 동교로34길 8 (연남동, 지1층)",193285.997252264,450962.884185585,
뉴오더클럽 NewOrderClub,서울특별시 마포구 연남동 260-31번지,"서울특별시 마포구 동교로34길 3 (연남동, 지하1층일부)",193264.181665206,450977.944612478,https://place.map.kakao.com/1629395786
대충 유원지,서울특별시 마포구 연남동 570-28번지,"서울특별시 마포구 월드컵북로6길 37 (연남동, 1층일부)",192893.656887278,450725.295593288,https://place.map.kakao.com/1658636377
꿀돼지집,서울특별시 마포구 연남동 260-51,"서울특별시 마포구 동교로 236, 2층 (연남동)",193255.120430836,450958.122373826,https://place.map.kakao.com/32879856
도쿄 쿠루미(Tokyo Krumi),서울특별시 마포구 연남동 390-51,"서울특별시 마포구 동교로 242-13 (연남동, 2층)",193317.934725879,451013.918796278,https://place.map.kakao.com/26533470
봉화,서울특별시 마포구 연남동 390-73번지,"서울특별시 마포구 동교로38안길 16, 1층 (연남동)",193303.645426948,451110.57930807,https://place.map.kakao.com/163653941
줜막걸리아노,서울특별시 마포구 연남동 228-47번지,"서울특별시 마포구 동교로 248-2, 2층 (연남동)",193262.437678772,451096.674548632,https://place.map.kakao.com/26324554
미드나잇,서울특별시 마포구 연남동 228-2번지,"서울특별시 마포구 성미산로 190-4 (연남동, 2층일부)",193396.312538896,451175.258534614,https://place.map.kakao.com/930960803
우메이징,서울특별시 마포구 연남동 383-99,"서울특별시 마포구 연희로1길 59-2 (연남동, 2층)",193434.920201524,451037.827344336,https://place.map.kakao.com/2120401318
벌스투(VERSEⅡ),서울특별시 마포구 연남동 566-55,"서울특별시 마포구 동교로27길 54 (연남동, 1층일부)",192970.77660088,450892.551536109,https://place.map.kakao.com/1907694932
무명요리사,서울특별시 마포구 연남동 260-52번지,"서울특별시 마포구 동교로32길 3 (연남동, 지하1층)",193263.533815051,450953.695999775,https://place.map.kakao.com/756421467
연남동 느루,서울특별시 마포구 연남동 260-52,"서울특별시 마포구 동교로32길 3 (연남동, 2,3층)",193263.533815051,450953.695999775,https://place.map.kakao.com/851863430
감나무집기사식당,서울특별시 마포구 연남동 515-20번지,"서울특별시 마포구 연남로 23, 1층 (연남동)",193045.425705435,451053.423041275,https://place.map.kakao.com/1641347883
부빙,서울특별시 마포구 연남동 240-23,"서울특별시 마포구 성미산로 155, 1층 (연남동)",193173.475070808,451367.935439417,https://place.map.kakao.com/393221490
미드나잇플레져(Midnight pleasure),서울특별시 마포구 연남동 241-18번지,"서울특별시 마포구 성미산로29안길 17 (연남동, 1층일부)",193138.910909445,451448.804159981,https://place.map.kakao.com/563218028
각별한,서울특별시 마포구 연남동 383-44,"서울특별시 마포구 동교로38길 27-14 (연남동, 지1층일부)",193409.791440889,451079.142850483,https://place.map.kakao.com/2118518428
연남곱창타운,서울특별시 마포구 연남동 260-51번지,"서울특별시 마포구 동교로 236 (연남동, 1층)",193255.120430836,450958.122373826,https://place.map.kakao.com/1438571311
카페온도,서울특별시 마포구 연남동 241-26번지,"서울특별시 마포구 성미산로29안길 7 (연남동, 1층)",193098.888683469,451426.04609583,
언더랩,서울특별시 마포구 연남동 383-99,"서울특별시 마포구 연희로1길 59-2 (연남동, 1층)",193434.920201524,451037.827344336,https://place.map.kakao.com/1003271180
수부니흐,서울특별시 마포구 연남동 390-42번지,"서울특별시 마포구 동교로38길 35 (연남동, 1층일부)",193373.831475799,451009.247362155,https://place.map.kakao.com/1920255869
온실(onsil),서울특별시 마포구 연남동 383-103,"서울특별시 마포구 연희로1길 59 (연남동, 2-3층)",193430.775876014,451022.261137325,https://place.map.kakao.com/1135079522
장작집,서울특별시 마포구 연남동 570-38,"서울특별시 마포구 월드컵북로6길 19, 가동 (연남동, 1층일부)",192822.946368818,450675.868679927,https://place.map.kakao.com/1191541006
파미고 츄레리아(Famigo Churreria),서울특별시 마포구 연남동 383-44,"서울특별시 마포구 동교로38길 27-14 (연남동, 1층)",193409.791440889,451079.142850483,https://place.map.kakao.com/882381736
칠링,서울특별시 마포구 연남동 383-82,"서울특별시 마포구 동교로46길 42-5 (연남동, 3층)",193460.395273675,451065.402266682,https://place.map.kakao.com/1019926455
진우네초밥,서울특별시 마포구 연남동 565-31번지,"서울특별시 마포구 연남로3길 51 (연남동, 지하1층일부)",192872.825027929,450874.039910611,https://place.map.kakao.com/1503903335
슬로우캘리,서울특별시 마포구 연남동 390-42,"서울특별시 마포구 동교로38길 35 (연남동, 1층일부)",193373.831475799,451009.247362155,https://place.map.kakao.com/1900893477
란콰이진(LanKwaiJin),서울특별시 마포구 연남동 241-81번지,"서울특별시 마포구 성미산로29안길 27-6, 1층 (연남동)",193160.01712635,451499.008913366,https://place.map.kakao.com/336350171
연남동 칼국수,서울특별시 마포구 연남동 566-56,"서울특별시 마포구 연남로 19 (연남동, 1층일부)",193075.937335555,451008.673866837,https://place.map.kakao.com/1284523835
요미우돈교자 연남점,서울특별시 마포구 연남동 228-59,"서울특별시 마포구 동교로 244-1 (연남동, 1층일부)",193259.030056743,451056.164047241,https://place.map.kakao.com/756307756
디저트 뷰,서울특별시 마포구 연남동 241-26번지,"서울특별시 마포구 성미산로29안길 7 (연남동, 지1층일부)",193098.888683469,451426.04609583,https://place.map.kakao.com/1723300976
밀라노식당,서울특별시 마포구 연남동 566-61,"서울특별시 마포구 연남로1길 6-9, 1층 (연남동)",193060.57363874,450995.906801258,https://place.map.kakao.com/1639985680
봉구비어,서울특별시 마포구 연남동 260-25번지,"서울특별시 마포구 동교로36길 3 (연남동, 2층)",193266.806522257,451003.543477743,https://place.map.kakao.com/337763211
카우치 포테이토(COUCH POTATO),서울특별시 마포구 연남동 227-5,"서울특별시 마포구 동교로46길 42 (연남동, 2층일부)",193462.794150146,451092.249061169,https://place.map.kakao.com/842023156
라무진연남점,서울특별시 마포구 연남동 260-25번지,"서울특별시 마포구 동교로36길 3 (연남동, 1층전부)",193266.806522257,451003.543477743,https://place.map.kakao.com/1778247704
플레이 아레나,서울특별시 마포구 연남동 381-5,"서울특별시 마포구 동교로34길 21, 2층 (연남동)",193353.029826334,450953.893477269,https://place.map.kakao.com/441389038
풍천장어 연남2호점,서울특별시 마포구 연남동 568-30,"서울특별시 마포구 월드컵북로6길 57 (연남동, 1층)",192974.058152733,450804.52779302,https://place.map.kakao.com/909595904
경양카츠 연남점,서울특별시 마포구 연남동 260-29,"서울특별시 마포구 동교로 238-1 (연남동, 1층일부)",193260.2714729,450989.33870032,https://place.map.kakao.com/2123242037
