별점,리뷰내용,작성자,작성자 프로필 링크,시간,사업장명
5,홍대 메인 스트릿에서 떨어져있어어 조용하고 분위기 예쁜 카페.  커피도 맛있지만 애플 시나몬티가 정말 맘에듬,쵸코,https://www.google.com/maps/contrib/116834641374103267903/reviews,6년 전,커피볶는 김대리
4,친절하십니다. 커피 맛도 좋구요.,momamo,https://www.google.com/maps/contrib/104370203579065174347/reviews,5년 전,커피볶는 김대리
4,조용해서 좋아요,패닉어택 (박종수),https://www.google.com/maps/contrib/110685733833623308473/reviews,5년 전,커피볶는 김대리
5,,Gayle O. V. (개일),https://www.google.com/maps/contrib/105492895418894335907/reviews,2년 전,커피볶는 김대리
5,,Heejun Eom,https://www.google.com/maps/contrib/111133175249978639821/reviews,3년 전,커피볶는 김대리
5,닭도리탕 먹으러 갔는데 안하셔서 아쉬운대로 맑은전골이랑 닭침개를 먹었다. 배고파서 초반에 막 먹었는데 국물간이 안 스며들어서 싱거웠다. 맑은전골은 국물간이 잘 스며들 때까지 시간을 두고 먹어야 한다. 중반쯤 먹었을 때는 간도 스며들고 채소에서 채수도 더 우러나서 좋았다. 사장님 혼자 계셔서 메뉴 나오기까지 시간이 걸렸다. 국물이 맛있는 곳이라 그런지 테이블마다 술병이 꽤나 있었다. 담백해서 부담스럽지 않지만 깊은 맛을 느끼며 술 한잔 하고 싶을 때 가면 좋을 것 같다. 4팀 정도 앉을 수 있어서 운이 안 좋으면 그냥 가야할지도 모른다. 미리 전화를 하고 가는 손님들도 있는듯 했다.,eun,https://www.google.com/maps/contrib/101441303719588247129/reviews,3년 전,작가식당
3,음..맛은 쏘쏘한데 후추의 칼칼함이 강합니다. 볶음밥을 시키면 닭가슴살 조각도 함께주는데 맛있습니다. 단점은 매장이 너무좁아요,K EN,https://www.google.com/maps/contrib/103335070516749194632/reviews,1년 전,작가식당
5,"죄송하지만 사람들이 몰랐으면 좋겠어요.
그정도로 애정하는 비밀맛집 입니다.
오후 7시에 열고요. 네 테이블이라서 빠른 선점이 필요해요!
그리구 맑은 닭도리탕(?)의 신세계를 느낄 수 있어요. :) 함께 곁들일 닭침개는 꼬치도 아닌,  양념된것도 아닌 닭구이 그 자체의 느낌을 받으실 수 있을거예요??",타쿠,https://www.google.com/maps/contrib/118188121856510687747/reviews,4년 전,작가식당
5,숨은맛집 나만알고싶지만 그래도 살짝 알려드리는 그런 느낌적인 너낌 ㅋㅋ,무명,https://www.google.com/maps/contrib/109610413015987138670/reviews,2년 전,작가식당
4,"한적할 때 방문하였고, 맑은 전골 시원하게 먹었습니다. 샤브샤브식으로 먹는 닭가슴살(?) 부드럽게 잘 먹었습니다. 조용한 분위기에서 한 잔하기 좋았습니다.",요코 YOCO,https://www.google.com/maps/contrib/105719776441002489999/reviews,3년 전,작가식당
5,"Can't beat prices for the quantity and quality.
Family favorites for take-out 계란볶음밥, 봉골레널리알리오올리오, 치킨가라아게.",Reeran Kim,https://www.google.com/maps/contrib/117641045665050704387/reviews,2달 전,탕탕
4,"미친 가성비
분명 김치찌개 1인분 9,000원 주문을 했는데 3인분이 나왔다.. (중)짜리가 3인분이라길래 작은 걸로 주문한 거였는데 대체 (중)은..
계란말이도… 거의 뭐 오꼬노미야끼 한 판 크기
계란말이라기보다는 제육을 품은 한겹이랄까
신선한 충격이었습니다",김승연,https://www.google.com/maps/contrib/118028516255425855387/reviews,1년 전,탕탕
5,"구라 안치고 여기는 가성비가 진짜 장난아니다 여기에 보이는 안주들은 다 개당 만원~만이천원 그정도로 양이 오지게많다.
진짜 술을 1병만 먹을려고 왔다가 15병을 먹고와버렸다.
그정도로 여기는 레알 밥도둑+술도둑이다
술집에서 이렇게 먹어본건 여기가 첨이다 12만원 썼다 그정도로 존맛탱 앙 배불띠 다들 오셔서 드세요",종훈,https://www.google.com/maps/contrib/105434513453360013513/reviews,3년 전,탕탕
4,"김치찌개 중, 깔뽀끼?, 빅 오므라이스 시켰는데
갓성비,, 김치찌개가 15000원인데 양이 엄청 많고 맛있어요
오므라이스에 숙주도 많이들어가고 소스도 많아서 촉촉하게 먹을 수 있었습니다
ㅎㅎㅎ저렴하고 맛있게 먹기 좋은 술집인것같ㅇㅏ요 또 갈 의향있습니디~",은별,https://www.google.com/maps/contrib/115423386488287176412/reviews,4년 전,탕탕
4,보는거와 마찬가지로 내부는 작고아담합니다 테이블간격이 넓진않아요 화장실은 그래도 내부에있긴합니다 전체적으로 안주가격도좋고 맛이좋네요 2차로간거라 떡볶이하고 반건조오징어 먹었는데 떡볶이 매콤하고좋네요,Ascend “넨네넨네” _,https://www.google.com/maps/contrib/114767076398034528053/reviews,4년 전,탕탕
4,"동네에서 오래된 멕시칸치킨호프집
위치만 바뀌었고 오래된 치킨집이예요
사장님이 배달 다 하시고 친절해요

밤에는 오시는 분들이 주로 동네 어르신들 단골분들이 많구요

예전에 먹던 멕시칸 치킨 맛이라 먹으면서 추억 돋아요
생맥주도 시원하니 깔끔해요",비단,https://www.google.com/maps/contrib/108374001758965383710/reviews,5년 전,멕시칸치킨호프
2,"자리안내 이후로 주방까지 찾아가야지만 서비스를 받을 수 있었습니다.
최악의서비스, 어두운실내
먹고싶으면 무조건 시켜먹어야될 것 같아요.
맛은 최고입니다. 염지가 적당한 보기드문 치킨입니다.",Libby Yu,https://www.google.com/maps/contrib/102791981977899172999/reviews,2년 전,멕시칸치킨호프
5,"배달해주시는 1분 사장님이신듯 한데 정말 친절하심.
그래서 더 기분 좋게 치킨을 뜯을 수 있음.

배달의 민족에서도 사장님 친절하다는 글 많음.
저절로 자발적 후기도 쓰게 만드는 친절함.

치킨도 깨끗한 기름에 튀겨서 튀김옷이 깨끗했음.
앞으로 배달은 여기서만 시켜 먹을거임. 굿",YJ KIM,https://www.google.com/maps/contrib/109899403762426163088/reviews,6년 전,멕시칸치킨호프
2,치킨 맛 없어요...혹시 나 해서 두번 갔는데 다 남기고 맥주만 몇 잔 먹고 왔습니다. 비추천,chang geun song,https://www.google.com/maps/contrib/112034062096840123069/reviews,1년 전,멕시칸치킨호프
4,멕시칸 치킨 닭강정 맛집,Jihoon sean21,https://www.google.com/maps/contrib/100655083767866698008/reviews,2년 전,멕시칸치킨호프
5,"밀크빙수와 팥토스트가 맛있음!
팥 퀄리티가 괜찮아요.",최호영,https://www.google.com/maps/contrib/104957606436838241608/reviews,1달 전,연남살롱
4,"말차빙수를 먹으러 다녀왔어요!
부드럽게 녹는 빙수와 달달한 팥을 함께 먹으니 너무 맛있었어요!
저희가 갔을땐 자리가 있었으나 대기명단도 있는걸로 보아 평소에는 대기줄이 많을거같아요
빙수가 땡기신다면 추천드려요:)",hwaseok lee,https://www.google.com/maps/contrib/107205572723306127985/reviews,1년 전,연남살롱
5,"경의선 숲길 구석쯤 학교건너편 조용한 골목길에 있는 카페에요 빙수가 맛있다는데, 비가와서 빙수보다는 푸딩이 좋을 것 같아 주문했는데,
계절 푸딩인 복숭아 푸딩~
우왕 너무 맛있었어요!
부드럽고 새콤 달콤
테이크 아웃으로도 판매 하니 꼭 드셔보세요",jung min Park,https://www.google.com/maps/contrib/112242086996758222028/reviews,1년 전,연남살롱
5,밀크티 빙수와 토마토 밀크 푸딩을 주문하였습니다. 오픈하기 전에도 웨이팅이 있어서 조금 기다렸습니다(사장님이 친절하게 웨이팅이나 기다릴 장소등에 대해 설명해주셔서 좋았습니다) 맛은 밀크티 빙수는 아쌈 밀크티 답게 특유의 쌉싸름한 맛이 매력적이고 같이 주는 시럽도 많이 달지않고 진한 아쌈 향이 좋았습니다 밀크 푸딩의 경우 위의 토마토 시럽이 매력적이었습니다 밀크 푸딩은 계란향도 느껴져 위에 시럽을 사용한 이유를 알 수 있었던것 같아요 다음에 또 올 생각있습니다!! 푸딩보다는 빙수가 더 매력적인 곳였네요,자라,https://www.google.com/maps/contrib/108952123902530187403/reviews,2년 전,연남살롱
5,가게가 작고 책이 많다. 식사로는 떡구이도 좋고 오늘의 수프와 토스트도 맛있다. 수제 잼도 맛있고 병으로도 판다. 디저트는 최근은 리치밀크푸딩이 새로 나왔는데 정말 부드러운 우유맛이고 맛차맛은 스테디셀러. 카페모카는 쌉쌀한 초콜릿 같다. 크림이 아주 풍부함,이예준,https://www.google.com/maps/contrib/114388533808645998798/reviews,7년 전,연남살롱
4,연어도 두껍고 신선하고 육회도 아주 맛있다,심재승,https://www.google.com/maps/contrib/116605180524843129674/reviews,9달 전,미스터육회연어왕 마포점
3,"처음 맛본 꼬꼬동. 템동같은 느낌인데 가라아게와 고추튀김이 올려진 메뉴에요. 제일 중요한 튀김은 너무 잘 튀겨져서 아주 바삭하고 고기는 촉촉해서 맛있습니다.
연어초밥은 대왕이 붙어있어서 사이즈가 엄청 크고요, 겉에 살짝 양념이 되어있어서 감칠맛도 좋아요. 물론 연어도 신선하고요. 카르보우동은 비주얼은 좋았는데 개인적으로는 크림 소스가 조금 묽기도하고 간도 조금 애매했네요. 뭔가 밸런스가 조금 부족한 느낌. 개인 입맛이니까요.

1층은 닷지석으로 되어있어서 옹기종기 모여서 먹는 재미도 있고, 2층도 있는데 안가봐서 모르겠네요.",Matboard Chart,https://www.google.com/maps/contrib/110043857649920046057/reviews,5달 전,연하동
5,"연남동 맛집이라 점심. 저녁 시간에 가면 웨이팅있어요. 날이 쌀쌀해서 연어 메뉴 보다 꼬꼬동을 주문했는데 치키을 어마 무시하게 주시더라구요. 튀김이 바삭하고 위에 올려주신 소스도 맛있었어요.
둥글게 앉아서 먹는데 보통은 테이블이 높아서 일하시는 분이랑 눈마주칠 일이 없는데 요기는 안내해 주시는 분이랑 눈높이랑 간격아 좁아서 다른 텐동집 보다 친근하게 느껴지는 공간이에요  매장이 좁지만 친절한 설명이 단점을 장점으로 바꿔주더라구요.
다음에는 연어 메뉴를 먹어봐야겠어요.
추천합니다",jung min Park,https://www.google.com/maps/contrib/112242086996758222028/reviews,5달 전,연하동
5,"연남동 맛집으로 알고 있었는데, 항상 손님이 많아서 못 가다가 기회가 되어서 가봤는데 음식 비주얼 너무 좋고, 맛도 최고네요! 아무래도 주기적으로 방문을 해야겠습니다 !

깔끔하게 운영되는 곳 또 오고 싶네요~~",태태경,https://www.google.com/maps/contrib/100649381680394372023/reviews,5달 전,연하동
5,일단 매장이 너무 깔끔해요...!!! 식당 특유의 끈적거리는 테이블 그런거 없이 너무 깔끔하고 음식도 진짜 금방나오고 분위기도 너무 좋아요!! 오늘은 혼밥했지만 다음에 친구나 남자친구랑 꼭 같이 다시 올거예요ㅎㅎㅎ,김이재,https://www.google.com/maps/contrib/114735249187619534822/reviews,6달 전,연하동
5,꼬꼬동 먹었는데 너무 맛있었고 직원분도 친절해서 좋았어요!!?? 아기자기한 분위기여서 사진도 예쁘게 잘 나오고 넘 좋았어요??,마이,https://www.google.com/maps/contrib/112969496567733396517/reviews,5달 전,연하동
5,"3차로 들리기 괜춘함 산프몰도 맛있음
여기서 밥먹엇다간 개털림 ㅋㅋ",Chul,https://www.google.com/maps/contrib/112182844967593817797/reviews,3주 전,마스타 하이볼 연남점
5,포장하면 더 싸요. 고추바사삭과 피자 맛이 끝내줍니다. 사장님 친절하십니다.,최사상,https://www.google.com/maps/contrib/110136493916777599571/reviews,1년 전,굽네치킨 연남점
4,"마포구 연남동 도로변에 위치한 작은 중식당. 오랫동안 운영중인 식당으로 매장은 아담하고 테이블이 6~7개정도 놓여있다. 손님들이 많아서 피크시간에는 식당밖에서 대기하는 경우도 종종 있다. 예약은 4인이상만 받는다고 한다. 다양한 메뉴가 있고 전반적으로 맛도 좋다. 청경채볶음, 탕수육, 볶음밥을 주문해서 먹었는데 기대보다 맛있었다. 하지만 표고탕수 메뉴는 좀 아쉬운 맛이었다. 음식의 맛과 퀄리티에 비해서 가격은 상대적으로 저렴한 편이라서 가성비가 아주 좋은 중식당이다. 주변에 주차공간이 없는 점은 불편하지만 동네 상황상 이해도 가는 부분이다.",YJ Oh,https://www.google.com/maps/contrib/108932360600414325275/reviews,2달 전,송가
2,"9명이 9개 메뉴를 시키고도 양이 부족했다.
유명하다는 막창튀김은 냄새가 너무많이나서 못먹을정도...",반지,https://www.google.com/maps/contrib/103957624047674705181/reviews,5년 전,송가
4,"가지소고기볶음, 난자완스 주문했는데 둘다 준수했다. 저렴한 가격에 다양한 요리를 먹어볼 수 있는게 장점. 담번에 보다 다양한 요리를 먹어볼 예정.",The Last,https://www.google.com/maps/contrib/115593485468721403412/reviews,1년 전,송가
4,"양이 많은 편.

막창튀김은 당연히 좋고,
볶음밥도 의외로 철판에 나와 맛있었다.

산라탕은 후추맛이 많이 나서 아쉬웠음.",MOSHE Korean,https://www.google.com/maps/contrib/115297121924504285137/reviews,3년 전,송가
5,"1. 주차불가능
2. 가성비굿
3. 금액대비 음식은 맛있음
4. 동네 중국집느낌.
5. 오향장육 추천",이한울 (정답없는 건축),https://www.google.com/maps/contrib/115746845560141918768/reviews,1년 전,송가
5,연남동에서 가장 맛난 한식뷔페 인듯하다. 늘 손님이 많다. 저렴한 가격에먹소 싶은 만큼 맘껏 먹을 수 있다. 반찬의 종류도 많고 모두 다 맛이 좋다. 한국의 로컬 음식을 먹고 싶은  분들에게 추천함.,jw ryu,https://www.google.com/maps/contrib/114451108265477411787/reviews,5달 전,연남정
5,음식 맛있고 종류도 적당하고 홍대쪽 가면 꼭 들려요.주차는 요령꺼 하세요.제육 맛있어요.혼자서도 편하게 갈수 있는곳,hyun woong kim (니뿡남자),https://www.google.com/maps/contrib/116907729661676173281/reviews,2년 전,연남정
5,"음식이 정말 맛있고, 가격도 저렴해요. 가정식 백반의 참 맛을 느낄 수 있어요",Ultra S.B,https://www.google.com/maps/contrib/101782534354674291682/reviews,2년 전,연남정
4,"가성비좋은(서울에서) 식당입니다.
여느 한식뷔페 같지 않은 내부의 디자인과 깔끔함이 인상적이었어요. 전 아무래도 종종 들르게 될 거  같습니다",승현,https://www.google.com/maps/contrib/110079991483272383617/reviews,4년 전,연남정
4,"말그대로 가성비  최고
다양한 반찬 고기메뉴 돈가스 다있고
깔끔하고 맛도 다 좋습니다 주변 직장인분들께는
강추합니다",JAMES PARK,https://www.google.com/maps/contrib/117091749148829412417/reviews,2년 전,연남정
5,"간단한 안주에 한잔하는 LP바에요!
신청곡 가능하고
위치도 찾기 쉽게 역 근처에 있어요!
이용방법 자세히 쓰여있고
사장님, 사모님 두 분다 친절하세요!
데이트로 방문하기 좋은 곳입니다!
화장실도 크고 깨끗해요!!
술 종류 많아서 한잔씩 마시면서 음악듣기 좋습니다!",あき,https://www.google.com/maps/contrib/100394357658725015242/reviews,1년 전,신군신양
5,"노래 신청도 가능하지만 틀어주시는 노래들이 너무 좋아서 계속 듣기만 했네요!

시끄럽지않고 분위기가 너무 좋았습니다.
사장님도 정말 친절하시고 가게도 깔끔해서 너무 만족했습니다.

담에 또 오고 싶어요:)",SIYOUNG CHOI,https://www.google.com/maps/contrib/113241787290627882883/reviews,1년 전,신군신양
5,"좋은음악 좋은 술 그리고 좋은 주인장
힘들고 지친 하루를 편안히 쉬어 갈수 있는 멋진곳입니다. ^^~",강성현,https://www.google.com/maps/contrib/116719751438180710977/reviews,7달 전,신군신양
4,"분위기 좋은 LP바. 내부가 너무 넓지 않고 테이블간 간격도 넓은 편입니다.
시끄럽지 않아서 적당히 분위기 즐기며 대화 나누기 좋습니다.
아기자기한 인테리어도 예뻐요!",AHH,https://www.google.com/maps/contrib/111868590786160907087/reviews,6달 전,신군신양
4,"대학 때부터 친구랑 LP음악 듣고 싶을 때 찾아가던 곳이었는데, 더 확장해서 좋은 곳으로 옮겼네요! 화장실 안에 면봉, 가그린 등등 다 구비해주시는 등 공간 곳곳이 세심하게 꾸며져 있어요. 사장님 너무 좋으시고 손님들 신청곡 자유롭게 받아 LP로 (있으면) 틀어주세요! LP바라 음악이 크기 때문에 떠들러 가는 바는 아닌 거 같아요. 가면 감성 가득인 곳입니다:)",Haejin cho,https://www.google.com/maps/contrib/116230191645433435252/reviews,5년 전,신군신양
2,오래된식당이라그런지  사장님내외분들 년식있으시고  식당좀지져분합니다  삼겹맛은 어디나 비슷하죠,이영선,https://www.google.com/maps/contrib/108037463018404848786/reviews,3년 전,풍년식당
5,너무 맛있고 양도 많고 사장님도 착하시네요,게임은놀이다,https://www.google.com/maps/contrib/114178635621054223693/reviews,1년 전,풍년식당
5,,Hyoung joo Son,https://www.google.com/maps/contrib/101532578276024913083/reviews,3년 전,풍년식당
5,,조경숙,https://www.google.com/maps/contrib/110811432955720892653/reviews,3년 전,풍년식당
5,"제대로 된 집밥 먹은 느낌입니다
밥도 고봉밥인데 모자르면 추가비 없이 듬뿍 주시네요~~백반을 시키면 메뉴 주문시 나오는 반찬갯수의 3개 정도 덜 줍니다. 참고하세요.
반찬도 듬뿍 주시고 맛있고 영양도 골고루~~
소주 한잔 생각날때 다시한번 가볼래요",킹육육,https://www.google.com/maps/contrib/110249256063362155776/reviews,2년 전,작은마을
5,"동네에서 먹을 수 있는 거의 최고의 밥집입니다. 기본백반(그날마다 바뀌는 국+반찬6가지)도 괜찮지만 나머지 메뉴들도 너무 괜찮아요. 된찌, 제육백반, 제육라면세트, 김치돌솥 먹어봤는데 양이 많으시면 제육백반이나 오징어볶음(2인분이고 밥2개 포함)드시고 보통이시면 김치돌솥(치즈랑 반숙계란후라이 올린 김치제육돌솥덮밥)이나 기본 백반드시길 추천드려요.

대체적으로 양도 많고 기본찬도 맛있어서 둘이서 밥세공기 충분히먹을만하게 주세요. 그리고 간이 너무 세지 않고 적당한 집밥 느낌이라서 자주가도 많이 물리지 않아요. 메뉴가 아주 많진 않지만 적당히 자주 먹을만한건다 있는 편이기도 하구요 ㅎㅎ",lillililli,https://www.google.com/maps/contrib/109999275978463536917/reviews,5달 전,작은마을
4,심심한데 전반적으로 맛이 좋다,Brian Kim,https://www.google.com/maps/contrib/104507624913064436758/reviews,일주일 이내,작은마을
5,"이곳은 사막속의 오아시스 같은곳이다. 나만 알고 꼭꼭 숨겨두고 싶은 연남동의 참 트루 레알 가성비 맛집 오브 맛집. 괜히 블로거지들이나 인스타프레들 와서 오염이나 안시켰으면 좋겠다.

이집의 우주 가성비 조합은 2인이라면 제육+순두부 or 김치찌개.

근데 그거 아니어도 다 맛있다. 제발 오래오래 유지되길 바라면서 이곳에 평을 남긴다.",깸또리,https://www.google.com/maps/contrib/117573711872986644184/reviews,3년 전,작은마을
5,밑반찬 깔끔하고 메뉴하나하나 너무 맛있어요.집밥 생각날때 찾는곳,lovely유주,https://www.google.com/maps/contrib/116541034860020259371/reviews,3년 전,작은마을
5,"I lost my phone in Korea, and the 사장님 were very friendly and kind to help me contact the taxi driver and got my phone back. 사장님들 건강하고 행복하세요",Myles Leung,https://www.google.com/maps/contrib/104235346154204777553/reviews,1달 전,시골식당
5,"1. 주차는 힘들어요
2. 가정식, 집밥, 할머니밥 생각이나네요^-^
3. 합리적인 가격~♡",이한울 (정답없는 건축),https://www.google.com/maps/contrib/115746845560141918768/reviews,1년 전,시골식당
4,옛날 기사식당 같은 분위기. 나름 맛있어요.,Myoungsung Kang,https://www.google.com/maps/contrib/112048660429263233395/reviews,5달 전,시골식당
4,7천원의행복이라면 딱 이곳이지않을까싶다 백반의정석 그자체 단 연령대가있다보니 내가서빙을해야할거같은 곳.... 음식은 전반적으로간간하나 맛은 다 좋았다,박소연,https://www.google.com/maps/contrib/107098822341579947322/reviews,5년 전,시골식당
3,"생선백반가격이 8,000원으로 올랐네요 1,000원 올랐는데 음식대비 비싸다는 생각이 드네요",jason Kim,https://www.google.com/maps/contrib/114205195141877431334/reviews,3년 전,시골식당
5,"예약필수이며 돈이 아깝지 않음
무한리필은 아닌데 회를 계속줌
배부를때까지...

특히 저 참치뭉티기는 미친맛임
와사비와 소금만으로 참치의 풍부한 식감과 맛을 느낄 수 있음 저 뭉티기만으로 재방문의사 충분함

회 퀄리티는 좋지만 스끼다시 종류는 많지 않음
회에 집중하고 싶다면 최고인 집임
재방문의사 있음",jangsoo park,https://www.google.com/maps/contrib/102391501460036571314/reviews,1년 전,진어참치
5,모든것이 만족스러운집. 참다랑어 품질이 좋으니 김 기름장 등이 없다. 소금에 찍어본 참다랑어 이 비싼부위를 입안 한가득 풍성하게 먹을수 있다는게 놀랍다. 닷찌에서 먹는것을 추천. 진 메뉴가 찐이다. 가격이 비싸다는 느낌이 안든다. 참다랑어 오마카세 참치가 새롭게 느껴진다.,kaku hayashi,https://www.google.com/maps/contrib/107017345437615354601/reviews,1년 전,진어참치
5,"참알못인 제가 먹어도 여긴 맛집!
해동도 잘 되어 있고 입에서 살살 녹아요 ㅎㅎ
김을 안줘서 김맛으로 먹는 저한테는 쪼금 ㅜㅜ 힘들었지만
그래도 참치자체로 맛있어서 잘 먹었어요!

같이 나오는 요리들도 다 맛있음
간장새우, 장어구이, 매운탕, 참다랑어무조림, 참치살김밥 등등
다음에 또 갈 예정입니다!",김소연,https://www.google.com/maps/contrib/117586438969657587453/reviews,4년 전,진어참치
5,"연트럴파크에있는 손에꼽히는 참치집입니다.
사진에 보이는건 55000원 메뉴인데요. 퀄리티 좋습니다. 단체로 5인이상 가시면 사장님이 서비스도 잘해주시고 리필도 잘해주십니다. 서비스 5점만점입니다.",강설,https://www.google.com/maps/contrib/108301825605323217548/reviews,5년 전,진어참치
5,"추위가 한창이던날..오랜만에 지인들 만나기 위해 나름 인지도 있는 참치집을 찾아봤습니다
참다랑어 전문점이라는 마포 연남동에 진어참치!
저는 참치라고는 김에 싸먹는 참치만 먹었던 터라
간장만 찍어먹는 참치는 처음인것 같네요 제가 회를 별로 좋와하지 않는 식성이라 제가 참치를 평가 하지 않고 같이 갔던 지인들 판단으로 표연하자면 ...참치는 이렇게 이런걸 먹어야 한다는 ㅎㅎㅎㅎ  저도 다른곳과 달리 무난하게 먹었던것 같네요 아울러 사장님이 좋은부위만 계속 주셨다는데 전 부위도 잘 몰라요 ㅎ 허나 전반적인 분위기나 사장님의 서비스 아주 맘에 들었습니다
딱 한가지 홀에 근무하시는 여직원분이 9시 안됬는데 마무리 하시라고 해서 슬펐어요 ㅎㅎ
다음에는 조금더 일찍 가야겠어요 ....
주차는 사장님께 말씀하면 가게 앞에 2대는 댈수가 있답니다 ..참다랑어 전문점 꼭 한번 가보시는걸 추천듭립니다",김영준,https://www.google.com/maps/contrib/108824714383454963387/reviews,3년 전,진어참치
4,일본에서이와비슷한 라면먹었었는데요 훨씬 덜 자극적이였어서 좋았습니다. 다만 라멘 면이많이 꼬들해서 살짝 밀가루 냄새나긴했습니다. 세트로시켰는데 가라아게 퀄리티 미쳤음 ㅠ,힁니업,https://www.google.com/maps/contrib/111248124452502379313/reviews,3달 전,쿠로코 식당
5,"커리 마제소바가 진짜 맛있습니다
가라아게 미소라멘등은 적당히 맛있는데
커리 마제소바가 입에 촥 붙는게 또 생각나네요
맛있어요",관악구 햄최몇,https://www.google.com/maps/contrib/109011112348256423670/reviews,5달 전,쿠로코 식당
5,리뷰가 좋아서 방문하게 되었는데 직원분들도 친절하시고 전메뉴가 가격이 싸서 학생분들도 부담없이 드실 수 있습니다!,김정헌,https://www.google.com/maps/contrib/105965036836796707408/reviews,2주 전,쿠로코 식당
5,"솔직히 일본에서 먹었던 라멘 보다 맛있었다.
챠슈가 매우 부드럽고 매운맛 라멘 스프가 특히 맛있었다. 토핑도 매우 알차고 양이 많아서 좋았다.",안미혜,https://www.google.com/maps/contrib/117133656161448854682/reviews,8달 전,쿠로코 식당
4,"국물은 진한데도 잡내가 없어요.
면은 끈기가 좀 없없구요.
차슈는 맛있었지만 좀 얇았고,
계란은 2개나 있어 더 좋았네요.
참, 밥 요청하면 무료로 주십니다. 말아먹으면 맛있어요.",Y.,https://www.google.com/maps/contrib/102973299059696026550/reviews,1년 전,쿠로코 식당
5,"가성비가 너무좋아요
4시30분쯤 방문했는데 사람 점점 많아져서
6시쯤에 꽉차고 웨이팅도 있었어요
삼겹살 국내산이랑 칠레산 딱 두개만 파는 곳
계란찜은 없고 김치찌개랑 된장찌개랑 물냉면팔아요
화장실 외부에있고 휴지있어요
직원분들도 친절하심
저렴하고 맛있음 오픈할때 가야 사람없어요",박혜원,https://www.google.com/maps/contrib/115895025180880490954/reviews,2년 전,돈조세
5,"성인여자 3명이서 배부르게 먹고 찌개에 공기추가 했는데도 4만원이 안나왔어요!
완전 가성비 짱짱!
웨이팅 있어서 좀 일찍가거나 기다려야하고
간판불이 꺼져있어서 지나칠 수 있으니 처음가시는 분들은 주의하세요.
채소류도 계속 셀프 리필되요. 너무 혜자스러웠어요!
강추!",다미서,https://www.google.com/maps/contrib/102951413576061422018/reviews,6년 전,돈조세
5,"홍대 2년차인 저의 초 단골집입니다.
쌉니다.
일인분 6천원. 양도 많아요. 그리고 맛있어요. 홍대에서 고기집 딱 두군데 밖에 안갑니다.
여기가 그 중 한곳이구요.
싼데 고기도 맛있어요. 서비스도 좋지도 나쁘지도 않긴한데 문제는 인테리어나 시설이 넘 오래되서 낡았어요. 하하. 화장실도 옆계단에 있는데 피난시설 같아요. 근데 별 5개 주는게 제가 별5개를 주로 주는 사람이기도 하지만 여긴 가성비가 쩔어요. 둘이서 먹어도 2만원 잘 안넘어요. 아, 배그 하러 가야겠다.
20000",Wonjoo Hwang,https://www.google.com/maps/contrib/111959059439880137958/reviews,7년 전,돈조세
5,가성비 최고! 리모델링 이후 깔끔해져서 더 좋네요!^^,minsixs,https://www.google.com/maps/contrib/108987171041484135346/reviews,5년 전,돈조세
5,삼겹살 싸고 질 좋습니다! 가성비 지려요 ㅎㅎ 연남동 오시면 꼭 한번 강추합니다!! 쌈 야채도 신선하고 전 자주 갈거같아요!!,dh,https://www.google.com/maps/contrib/116513315335276075072/reviews,2년 전,돈조세
5,"유명한 깍둑항정 맛보러 방문한 연남 고기집 숲길정육점! 워낙 인기있어서 일부러 사람 붐비지않는 시간에 방문 ㅎㅎ 정겨운분위기에 친절하신 직원분들???? 항정이랑 삼겹살 세트로 주문하고 다들 주문하는 짜계치에 된장찌개까지 ㅎㅎ 짜계치는 2인분 정도 되는 듯 양이 진짜 많았음 배터짐ㅜㅜ 된장찌개에도 우삼겹이 엄청 푸짐하게 들어있었고 고소하니 짱맛??
고기는 최상급 1등급 국내산이라 더 맛있게 먹었당  항정이랑 삼겹살 두툼하게 나와서 비주얼 최고 ????
맛있는 연남 고기집 찾으시면 여기로 방문해보세용!",강은선,https://www.google.com/maps/contrib/115571619136043877054/reviews,3달 전,숲길정육점
5,"연남동에서 여러번 재방문하는 고기집 중에 하나인
숲길정육점~!! 고기 질이 너무 좋고 맛있어요~!!
밑빈찬들도 다 맛있어서 생각보다 많이 먹게 되는 곳입니~! 연남동 모임 장소로 좋은 곳~!
다음엔 여러 지인들과 함께 방문 할게요!",박시현,https://www.google.com/maps/contrib/114626373015153093813/reviews,3달 전,숲길정육점
5,"도톰한 고기가 정말 맛있어요:)
깍뚝항정은 쫀쫀해서 식감도 좋아 대 만족이구요~~
세트메뉴가 있어서 다양하게 먹을 수 있어서 좋았어요!",원지은,https://www.google.com/maps/contrib/101333568782218252196/reviews,3달 전,숲길정육점
5,"친절하고 맛있습니다
항정살이 기름부위인지 모르고 시켰네요
그런데도 잘구워주셨고 맛있게 먹었습니다
김치볶음밥이 정말 맛있어요",묵연이거나아키,https://www.google.com/maps/contrib/115908352070017956058/reviews,1년 전,숲길정육점
4,"깍뚝 항정살은 정말 맛있음!
물냉도 맛있음
짜게치는 맛대비 가격이 너무 비싼 듯 함
두시에 방문 했는데도 사람이 바로 바로 꽉 참
저녁 시간에는 웨이팅이 어마어마 할 듯..",HBK,https://www.google.com/maps/contrib/110988221959000953845/reviews,2년 전,숲길정육점
