별점,리뷰내용,작성자,시간,사업장명
5,닭고기가 정말 부드럽고 숯불향이 너무 잘익어서 맛있었어요 사장님이 야채도 정말 푸짐하게 주셔서 입가심하기에도 너무 좋았어요 중간중간!! 그리고 김치가 진짜 맛있습니다 고기랑 깻잎까지 조합이 너무 좋아서 맛있게 잘 먹었습니다 ㅎㅎ,Minhyung Kim,5달 전,장작집
3,"장작냄새에 이끌려 홀리듯 들어간 곳
다들 많이 주문하는 치즈+콘+마늘로 주문했는데
꽤나 맛잇었음

먹다가 시간 지나면 치즈가 누룽지처럼 눌리는데(?)
그게 또 맛있음

치맥하기 좋음
근데 웨이팅까지는 사실 잘.. 모르겠음
눈이 뜨일만큼 맛있있는가? 는 아닌것 같음
그냥 저냥 무난한 느낌?
비주얼이 너무 강렬해서 그른가..",Eunice Kim,7달 전,장작집
5,"훈연향도 좋고 가슴살도 부드러워 너무 좋습니다ㅠ
고기에 비빔국수랑 먹으면 식감도 퍽퍽하지 않고 잘 들어가네요! 밑부분 한약재가 들어간 찹쌀누룽지,치즈 누룽지 부분까지 같이 곁들어 먹으니 정말 든든한 한끼였습니다.. 그리고 생맥도 다른 가게랑은 다르게 너무 신선한(?) 꽃향이 나는것같은 느낌이 들정도였어요.. 너무 맛있었습니다!!",안철민,7달 전,장작집
5,"맛있어요 초코 디핑은 꼭같이 추가하셔요

다른 추러스 음식점 보다 제일 되직하고 맛잇답니다
세트 메뉴의 아이스크림도 강추에요
뱅쇼와 오르차타 시켜 먹어봤어요
추러스 전문점들 다녀봤는데 파미고와 추레리아 산로만 두군데가 탑인듯 해요
대신 파미고는 예전에 같에 주던 감자칩은 현재 없다고 해요 ..
그리고 초코 디핑은 .. 기본값은 주시고 추가 주문 할수 있으면 좋을 거같아요....",추마리,3달 전,파미고 츄레리아(Famigo Churreria)
5,연남동 놀러온 김에 어떤 카페를 가볼까 고민하다가 마침 츄러스가 먹고 싶다는 남친님의 요청으로 들어온 가게! 갓 튀긴 츄러스는 너무 바삭바삭했고 아이스크림은 너무 부드러워서 둘의 조합이 너무 잘 어울렸어요 매장도 넓고 깨끗하고 직원분들도 너무 친절해서 너무 좋았습니다! 다음에 또 올게요✌️,૮ ̊•᷅ࡇ•᷄ ྀིྀིა,6달 전,파미고 츄레리아(Famigo Churreria)
5,"츄러스랑 음료가 진짜 맛있어요
눈오고 추운데 들어와서 먹으니 따뜻하고 분외기도 좋고
다들 반갑게 맞이해주셔서 따뜻한 하루 보낸거 같아요:)
또 오고 싶습니다!!!",Omin Kwon,4달 전,파미고 츄레리아(Famigo Churreria)
5,"스페인스타일 츄러스 너무먹고싶어서 방문했는데
자리도 아늑하고 츄러스 정말 바삭해요.
무조건 초코딥 찍어서 먹는것 강추 합니다!!",DH,4달 전,파미고 츄레리아(Famigo Churreria)
5,감자칩은 영화 기생충에 나와서 유명한 것은 알고 있었는데 이 가게에서 처음으로 경험해 볼 수 있어 좋았구요. 감자칩 맛도 물론 좋았지만 츄러스가 겉은 엄청 바삭하고 속은 부드러워서 누구나 좋아할 것 같은 맛이었어요. 스페인에서 먹었던 것과  비교해도 손색이 없을 정도로 훌륭했습니다!! 분위기도 힙하고 귀여운 요소도 많아서 좋았어요. 2층이고 골목으로 트여있어서 뷰도 좋았습니다~,호영훈,6달 전,파미고 츄레리아(Famigo Churreria)
5,프리미엄 후카바 넘버원입니다 항상 덴만 이태원 연남 모두 강추합니다!,이강준,1년 전,칠링
5,모밀세트 강추해요 1만원인데 모밀 양도 푸짐하구 육수도 간이 딱 맞아요! 초밥 4피스 나오는데 횟감도 쫄깃하니 맛있습니다 샐러드도 새콤하니 입가심으로 재격이네요 직원분도 넘 친절하셨어요~~^^,긍정,1년 전,진우네초밥
4,"연남동 주택가의 초밥집.
작지만 사람이 늘 북적이는 곳. 13,000원 초밥이 아주 실합니다. 회 상태와 구성이 만족스러웠어요. 조금 더 도톰하면 좋을 듯. 작은 샐러드와 장국 같이 나옵니다.
초밥 외 일반 식사 메뉴는 더 저렴해요.",MJ Kim,4년 전,진우네초밥
5,"연남동의 큰길가가 아닌 작은 길을 걷다보면 나의 어린 시절들이 생각난다. 그때는 굉장히 넓어보였던 길들이 이제는 몇m도 안되는 길 이였다.
그렇게 길을 걷다보면 작은 가게들을 마주한다. 이러한 가게들은 가격도 비싸지 않고, 음식도 훌륭하다. 주인은 바쁘게 생선을 손질하며 주방에 있고, 점원은 혼자서 조그마한 식당을 돌아다닌다.

거기에 앉아 점심메뉴를 시키고 음식을 먹는다. 맛있다. 훌륭하다라도 할수는 없지만 이 가격에 이정도면 정성을 다한것이 느껴진다.

우리딸에게도 한입 먹어보게한다. 아직 계란하고 연어만 먹겠다고 한다, 생각해보면 나도 그랬다",Jaeho Kim,2년 전,진우네초밥
4,"골목에 있는 음식점이예요. 작지만 음식의 퀄러티가 좋았습니다. 초밥을(12,000원) 먹었는데 회의 양과 크기가 좋았고 밥의 양도 좋았습니다. 배 부르게 먹고 싶은 분은 만족스럽지 않을 듯 해요. 작으니까 많은 인원이 가시거나 식사시간에 늦게 가면 기다리셔야 해요.",Yonghan KIM,5년 전,진우네초밥
4,"홍대 맛집
회덮밥만 먹어봤는데 회 신선도가 아주 좋고
점심시간에 대기줄이 서는 노포 맛집",ch wonseok,3년 전,진우네초밥
5,"클래식 살몬포케(M 9,700), 와사비 렌치 살몬 포케(M 9,700), 클래식 참치포케+아보카도(M 8,700+1,000), 하와이안 갈릭 쉬림프(11,500) / 모두 현미밥을 선택했다. 정말 푸짐하고 든든한, 그리고 건강한 한끼 식사였다. 가격이 매우 착해서 자주 가고 싶은 곳! 다만 테이블 수가 적어서 평일 점심인데도 20분 이상 대기했다. 하지만 그 시간도 모두 상쇄될만큼 아주 만족스러웠다 :)",Gahyeon Jeon,4년 전,슬로우캘리
5,가볍고 맛있는 하와이풍 샐러드? 밥 종류를 선택할수있고 우선 넘모맛있어여ㅠㅠ 연어포케랑 쉬림프어쩌구 먹었는데 소스도 맛있고 연어랑 새우도 실하고 속이 편안하네요...! 또 먹고싶어요2,mi so,6년 전,슬로우캘리
4,"코로나 확진으로 집에서 골골 되고 있는데 동생이 한 끼 건강하게 먹으라고 보내줬다.  예전에. 쇼핑몰에서 알로하포케??인가 그걸 포장해 먹고 넘. 건강한 맛이라. 다시 먹고 싶지 않았는데. 동생이 주문해준. Spicy Tuna 와 Black Pepper Chicken 은 왠지 맛있어 보이는 메뉴. 건강식인데 기대 되었다.
집에 배달 되어서 먹었는데. 양도 넉넉하고 맛도 좋았다. 그냥 비빔밥 같았던 맛있는 메뉴 !!! 즐겨찾기 완료. 배달때문에 1인 10000+@였지만. 만원 미만 메뉴.",So_harmony_ Park,2년 전,슬로우캘리
4,"8700원. 야무지다.
내용물의 밸런스가 상당히 괜찮고,
가격과 맛과 건강의 절충점을 잘 찾은 것 같다.
다만 셀프로 첨가할 수 있는 오일은 와사비 오일이니 미량만 첨가하도록 조심할 것.",injoong kim,3년 전,슬로우캘리
4,"고추장 없는 회덮밥 느낌이다! 참치에 후추소금, 현미밥을 주문했고 아보카도를 추가했는데 굉장히 맛있는 조합이었다. 시켜먹었는데도 굉장히 만족스러웠고, 다음에는 방문해 먹어봐야겠다!",yeryoung yun,4년 전,슬로우캘리
4,홍콩 란콰이펑을 모방한 느낌의 연남주점. 분위기나 음식도 홍콩느낌.,모야모,6달 전,란콰이진(LanKwaiJin)
5,"연남동 술집 란콰이진을 방문했습니다 .
위치는 연남동 끝자락에 위치하고 있습니다.
벽면에 걸린 사진들과 소품 인테리어때문에 특색 있는 분위기로 이국적인 느낌들어 새롭고 좋더라고요~
양하 하이볼 하고 통등심 꿔바로우 시켜먹었습니다
기존 꿔바로우보다 두툼한데 또 부드러워서 먹기편하고 맛있었네요
분위기 또한 조용하게 대화를 나눌수 있어서 좋았습니다.재방문 해서 다른
안주류도 먹어보고싶네요. 연남동 맛집 또 하나 발견했네요 ㅎㅎ",Étienne,2년 전,란콰이진(LanKwaiJin)
5,"한국에서 홍콩 여행을 경험할 수 있는 연남동 술집이 있다고 해서 와봤어요!!
근데 진짜 홍콩에 온 것 같은 느낌의 인테리어와 음식 맛도 현지에 온드싼데 음식은 또 약간 퓨전 느낌살짝 섞여있어서 더더 맛있었어요!!
레몬 그라스 바지락 새우완탕 진짜 대박 맛있어요ㅠㅠ완전 연남동 맛집ㅠㅠ제대로찾았네용ㅎㅎ
바지락 특유의 향도 좋고 국물이 제대로 우러나서 깊은맛 느껴져요 ㅎㅎ
양하대곡 하이볼 추천해주셔서 먹어봤는데 하이볼 좋아하시는 분들은 꼭 시켜보세요~~",jamin Ben,1년 전,란콰이진(LanKwaiJin)
5,"중국살다 왔는데 한국에서 먹어본 마라탕중에

제일 맛있네요!! 매장분위기도 좋고 커플끼리 가서

가볍서 한잔하기 딱 좋네요~~",h,5년 전,란콰이진(LanKwaiJin)
4,홍콩식 주점. 멘보샤가 맛있고 바지락볶음도 감칠맛 나고 좋았습니다. 홍대에서 친구들과 가볍게 술 한 잔 하기 좋은 곳으로 추천합니다.,정지훈Jihoon Jeong,5년 전,란콰이진(LanKwaiJin)
2,"양이 너무 많아서 국물맛을 제대로 보기 어렵고,
단순히 양만 많은게 아니라 너무 이것저것 다 때려박아서 뭐가 뭔지 두서가 없음.
젤 싼 바지락이 1.1만으로 비싼편인데 차라리 가격을 낮추고 양을 좀 줄이는게..",Y.,2년 전,연남동 칼국수
5,"고기듬뿍칼국수나 육개장칼국수가 맛있어요. 육수가 좋아서 밥말아먹어도 맛있을 것 같은데 제가 공기밥 메뉴를 못찾은건지...ㅠ

아쉬운점은 내부에 냉방이 좀 약하다고 느껴져요. 더운 날씨에 뜨거운 음식 먹는데 냉방이 약하니까 선뜻 발길이 안가요... ㅋㅋㅋ",RHC,2년 전,연남동 칼국수
5,,이성훈,2년 전,연남동 칼국수
4,"밤 11시까지 영업을 해서 늦은 시간에 밥을 먹기 좋았습니다. 내부는 전반적으로 화이트톤에 밝아서 술집보다는 밥집 느낌이었습니다.
지도리 우동: 닭고기와 파가 들어간 우동인데 면이 탱글하고 국물도 향이 올라와서 맛있었어요.
오코노미야키 교자: 교자인데 오코노미야키 위에 올라가는 재료랑 토핑을 얹은 것 같아요. 아는 맛이긴 해도 처음 보는 메뉴였습니다.",YeonSoo Noh,6달 전,요미우돈교자 연남점
5,"새로 생긴데라 궁금해서 가봤어요.
넓적우동은 모밀소스랑 땅콩소스 찍어먹는데  면이 재밌긴한데 특별한 맛은 아니에요.
오꼬노미야끼 교자는 양배추랑 같이 먹으니 상큼하고 좋아요",선물가게,1년 전,요미우돈교자 연남점
5,연남동 우동 맛집이라고 해서 다녀왔어요. 너무 더워서 시원한 우동이 생각났어요. 평일 점심이리 많이 기다리지 않고 먹을 수 있었구요. 납작우동맛 궁금했는데 모밀처럼 양념을 찍어 먹는 우동이라 처음 먹는 상황에서는 신기했습니다. 엄청 소름끼치게 맛있는건 아니지만 여름 별미로 좋았어요.,jung min Park,1년 전,요미우돈교자 연남점
3,맛은 그냥 보통 수준이고 가격도 좀 센편입니다 내부는 테이블을 너무 다닥다닥 붙여놔서 대화가 힘들정도로 시끄럽고요.. 웨이팅없이 한가하면 한번쯤 가볼만할지도 모르겠지만 줄서서 먹거나 북적할때 갈 수준까진 아닌것같아요,조용호,12달 전,요미우돈교자 연남점
3,"익스테리어 인테리어, 컨셉은 너무 좋은데 교자는 도투락만두 수준이고 바지락우동은 너무 비리고 해감도 제대로 되어있지 않음..
일본 우동전문점의 컨셉은 따라했으나 맛은 비교할 수 없을만큼 수준이 낮음",HYUNCHUL KIM,1년 전,요미우돈교자 연남점
4,"겉은 바삭하고 안은 촉촉한 휘낭시에가 맛있다. 버터맛도 많이 나고 기본에 충실한 맛이다 사장님도 친절하시다. 개인적으로는 음료보다 디저트가 더 맛있늠 집인것 같은데 음료도 맛있다. 음료,디저트 모두 신경을 많이 쓰는 티가 나는 곳이다. 자리는 조금 불편하지만 전체적으로 맛있어서 종종 생각날 것 같다. 가게는 아주 작지만 주문 받을 때를 제외하고는 계산대 뒤에 있는 키친?같은 곳에서 베이킹을 하시는 것 같아서 앉아있어도 부담스럽지 않은 곳이다",SEUNGHEE LEE,3년 전,디저트 뷰
5,"아. 넘 맛있어서 친구 데려갔다. 친구도 굉장히 만족했음. 바스크치즈케이크는 꼭 먹으시길...존맛...크림슈와 아몬드 휘낭시에가 존맛이다. 커피도 괜찮다. 디저트와잘 맞는다.
매장 비비드하고 이쁘다. 테이블이 4개정도 있어서 작지만 주말 3시갔는데 자리 있었다. 못 앉는다 해도 사서 연트럴파크서 먹어도 좋을듯 하다.",MJ Lia,3년 전,디저트 뷰
5,추천드립니다,Jrjie HU,3년 전,디저트 뷰
5,"서울 최고의 쿠키!
역대 최고의 사장님!
나는 이 가게의 충성스러운 팬이다.
연남동에 방문하실 기회가 있으시면 놓치지 마세요. 적극 추천합니다💗",Jane Huang,3년 전,디저트 뷰
5,매우 편안하다,Zebra Zena,11달 전,디저트 뷰
3,"캐치테이블에서 예약하고 한시간이나 걸려서 간집
연남동이긴하지만 진짜 그냥 골목에 있었다
창가자리에 앉았지만 뭔의미가 있을까 싶었다
골목에서 주차하는 차 지나다니는 사람들과 눈이 마주쳐서 밥먹는것이 상당히 불편한 느낌이었다 .
테이블 간격이 거의 국수나무 수준으로 가까워서 같이간 일행보다 옆자리 말소리가 더 크게 들렸다
그리고 음료가 그냥 병음료 였다 ...
약간만 신경쓰면 좋은가게가 될거같은데 가격을 다 아는 병음료를 비싼가격에 파는데 그냥 내놓는것은 성의가 없어보였다
다음은 음식 채끝스테이크를 시켰는데 굽기정도는 물어봐주심 좋겠다 그냥 가져다 주더라.

음식 디스플레이가 별로였다
너무 작은 그릇을 쓰는것 같았다
스테이크를 시켰는데 스테이크보다 감자가 주력 요리같은 느낌이었다 음식은 빨리 나오는 편이었다

근데 후기에 나온대로 음식맛은 좋았다
치즈뇨끼도 너무 맛있었고 채끝스테이크도 맛있었다

다른 부분들을 조금만 신경쓰면 더욱 핫플이 될것 같았다

나오는 길에 강아지 안고 온 손님이 있었다.
음식점에 강아지 안고 오는건 좀 아니지 않나 싶었다",Soyeon Yang,4달 전,밀라노식당
1,"음식은 별5개 서비스는 별1개의 식당입니다^^ 정말 맛있게 먹었는데 직원응대가 너무 별로였어요
손님과 기싸움 하시던데 너무 기분 별로여서 두번다시 안가려고요
예약^^!! 꼭 하고 가시길 바라고요
빈자리 있어도 예약안하고 가면 손님취급 안해주시더라고요~
빈자리 있는데도 예약손님 우선이라며 대기석에서 15분 기다렸어요
메뉴 먼저 고르라고 메뉴판 주시길래 고르고 나서 불렀더니 ""잠시만요~"" 하고는 또 방치
기다리다못해서 저희 언제까지 기다려야할까요? 물어보니까 예약손님 우선 응대하느라고 그랬다며 그제서야 자리 안내해주셨는데 같은 타임에 오신 다른분들, 일행분이 조금 늦으시는지 일행중 몇분만 먼저 들어오셨는데 다 안왔다고 마찬가지로 저희랑 대기석에서 대기하셨고요^^
예약하고 가셨더라도 일행 다 모이지않으면 대기석에서 15분이상 기다리셔야하니
여길 방문하실분들은 꼭!!!! 예약하고 시간맞춰서 인원모여 입장하셔야할듯해요

그래도 음식 맛있게 먹어서 기분좋게 나가려는데 기다리기 싫으면 예약꼭 하고 오라고 하더라고요... ^^ 와 예약안하면 손님도 아닌가봐요~~ 진짜 기분나빠서 두번다시 발도 들이지 않으려고요
예약손님만 잘~ 받아서 장사 열심히 하시길바랍니다!",밍밍,5달 전,밀라노식당
3,"오랜만에 남편이랑 데이트겸 방문했어요!

주차 공간은 매장 옆에 있을 때도 있고, 없을 때도 있어서 복불복 인 것 같습니다. 다만 매장 앞 골목 공간이 좁아요. 그러나 주차 하면 할 수 있음.
보통 대부분 연남동은 주차공간 없어서 좀 그런데 이 매장은 주차공간 있어서 좋음.

피자는 너무 달아서 싫었어요. 저는 단 피자 싫어합니다.. (개인 취향)
피자에 꿀이 들어가서 별로 였 던. 그러나 왠만한 사람은 다 좋아할 것 같은 맛입니다. 피자 이름은 기억이 안 나요.

명란 오일 파스타
저는 먹어보지 못했 던 독특한 맛. 괜찮았어요.

이 레스토랑은 분위기가 굉장히 좋아요.
특히 남녀 데이트하거나 여자끼리 수다떨기에 좋은 식당 같습니다.

남자끼리 오는건 좀.. 그런? 식당?
이유가 뭐랄까 ㅋㅋ 너무 여리여리 한 느낌이 드는 식당이예요.

한마디로
""날씨 좋은 날, 여리여리하게 입고 데이트 하기 좋은 곳""
""친구들과 청순한 옷 입고 하하 호호 입가리면서 떠들기 좋은 곳""

식당 전반적으로 인테리어가 예쁘고 사진찍기 좋습니다.
매장이 그리 크진 않아요. 저희가 갔을 때는 오픈 시간이라 자리가 넉넉했는데 금방 손님이 많아 졌어요.

다음에는 예쁘게 입고 남편이랑 다시 데이트 할래요.

아이랑 같이가는 식당은 아닌 것 같습니다. 매장이 조용해요.",FNH,1년 전,밀라노식당
5,평일 점심에 가도 항상 만석이라 예약 필수입니다. 서빙해주시는 분도 엄청 친절하시고 음식이 무엇보다 양도 많고 맛있습니다. 추천메뉴는 리모델링 후 새로생긴 닭다리스테이크와 명란파스타 입니다.,ほほはは,2년 전,밀라노식당
4,"가격대가 높은 편이에요! 연말에 방문했어서 예약은 필수였어요~ 전반적으로 깔끔하고 맛이 좋았는데, 개인적인 입맛으로 명란파스타는 그냥 그랬네요.. 면이 잘 어우러지지 않는 느낌이었어요.(일행도 같은 생각하더라구요) 스테이크는 정말 맛있었어서 기억에 남아요. 미디엄 레어 굽기가 완벽했습니다 💕",김예슬,4년 전,밀라노식당
1,"봉구비어가 간단히 한잔마시러가는 이런분위기의 술집 아닌가요 무슨 마진이 안나온다면서 얼마 이상은 시켜야한다고하는 지점은 처음봤네요...
사장님도 친절하지도 않고요.... 다음 리뷰보니 가관이네요
앞으로는 안갈듯싶어요",Dh Rhee,8달 전,봉구비어
4,사장님이 겁나 친철합니다. 2차 갔을땐 친절해야죠,김태진 (taejin),2년 전,봉구비어
1,"여기가지마세요 연말 애인이랑 안주 두개에 맥주하나 시켰음 사장님이 “1인1잔 시켜주세요” 라고 함
안주고 두개나 시키고 제가 술을 못해서 음료는 조금 있다가 시킨다고 하니까 정확히 ”마음에 안드시면 나가주세요“ ㅋㅋㅋ정확히 이렇게 말함 그전에 아무런 일도 없었습니다ㅋㅋ 장사하는 사람이 그런말 하는거 아닙니다 사장님~!",dante G,1년 전,봉구비어
5,"사장님~완전 친절하심
하이볼 좋아좋아~",에스제이 (예스제이),4년 전,봉구비어
4,"부담없이 막잔 한잔하기 알맞은곳.
직원들 서비스 마인드도 나쁘지 않네요.",intro4,5년 전,봉구비어
5,커피가 맛있어요 그리고 그리스 산토리 사진 멋져요 또한 토토로,장우철,7년 전,에이제곱
4,동네 주민들의 작은 카페. 최근(2018년)에 사장님이 바뀌셔서 메뉴가 많이 바뀌었습니다.,김보성,5년 전,에이제곱
5,멋진 작은 카페,Andrea Pinuela,5년 전,에이제곱
4,,김영진,5년 전,에이제곱
3,,강영용,6년 전,에이제곱
5,"일단 고기 질이 미쳤습니다.
직원분들이 직접 구워주시는데 그 고기 굽기가 너무 완벽해서 먹는순간 진실의 미간 바로 나오네요. 고기에 육즙이 장난 아니라 어느정도 배불리 먹고 남겨진 고기 조차 너무 맛있어요.
그리고 야채들도 같이 구워주셔서 같이 쌈 싸먹는 재미가 있습니다.
그리고 사진에는 없지만 마늘밥이라는 메뉴가 있는데 꼭 김이랑 마늘밥이랑 같이 쌈 싸서 드셔보세요. 진짜 후회 안하고 입에서 탭댄스 바로 그냥 가능.

고기+장소스+소금살짝+김+마늘밥 = 그냥 죽음 공식

좋은 날이거나 기분 안좋은 날 오는 곳인데 사장님도 너무 친절하십니다. 다들 와서 함 맛봤으면 좋겠어요 이런 맛집을 나만 알다니 이건 나 좋은 일인가?
아닌가.. 사장님.. 들숨에 건강, 날숨에 재력 얻으셔야 하는데..",이하연,일주일 이내,라무진연남점
4,"양갈비 전문점
두분이 테이블 앞에서 개인화로에 직접 구워주는 시스템이어서  두세분이 가서 즐기는 좋은곳.
양갈비는 잡내하나도 안나고 맛남.",이병석,5달 전,라무진연남점
5,양고기 최애집 입니다^^ 스스키노에서 먹었을 때만큼 맛있게 먹었어요. 고기 구워주시는 분마다  고기맛이 다를꺼 같긴 한데 고기질 자체는 좋았어요 부드럽고^^,홍지현,5년 전,라무진연남점
5,"삿포로에서 유명한 음식 징기스칸을 파는 음식점입니다.

보통은 양고기하면 한국사람들은 중국요리인 양꼬치를 많이 생각합니다만

꼬치로 먹는 것 말고도 이렇게 구워먹는 방법이 있다는 사실을 알려주고 싶다는 생각으로 친구들에게 소개했습니다.

처음에는 양고기에 누린내가 날 것이다, 맛이 없을 것이다, 그 돈이면 국밥이 몇 그릇이냐 라는 반응이 나왔으나

막상 먹고 나니 다들 맛있다고 하네요. 다행입니다.

삿포로 맥주박물관에서 먹었던 양고기보다 더 맛있습니다. 삿포로 맥주박물관 징기스칸은 야채랑 양고기가 무한리필인 주제에 가격이 3800엔이고, 고기가 냉동인 반면

이곳은 생고기에 고기가 두껍습니다. 삿포로보다 맛있었습니다.

이 식당에서 신기한 점은 고기를 직원이 구워주기 때문에 좁아 터진 식당 치고는 직원들이 매우 많다는 것입니다.

직원들이 열심히 집중해서 고기를 구워주기 때문에 다른 가게들처럼 극진히 대접하는 직원을 기대한다면 그건 자신이 손놈임을 자각해야할 정도로 심각한 행동이니 너그러운 마음으로 알아서 고기를 받아 먹으시면 됩니다.

한 가지 아쉬운 점은 밥이 매우 비싸서 밥으로 배를 채우기 힘들다는 사실입니다. 공기밥이 3천원인데 무한리필도 아니고 공기밥 리필할 때 또한 3천원을 추가로 받습니다.

물론 김이나 된장국을 주긴 하지만 3천원이면 정말 저렴한 대학가에서 국밥 한 그릇 먹을 가격입니다.

그럼에도 불구하고 밥이 매우 맛있습니다. 제 값 합니다.",홍범석,5년 전,라무진연남점
4,"질좋은 양고기 누린내 없이 맛있게 먹었습니다
양고기 미디움으로 드셔도 괜찮습니다
함께 구워주신 숙주도 맛있었구요",yunhee Kim,5년 전,라무진연남점
5,"장어는 큼지막하고 구워주시는 분이 친절합니다. 참숯으로 구우면서 가시 발라주고, 반찬와 ,찌개도 꽤 만족스러웠습니다. 지금까지 가본 장어집중에서 one of best였습니다.",윤은선,1달 전,풍천장어 연남2호점
5,"Family gathering to celebrate my mom's birthday. Food was great, service was perfect and the atmosphere was fantastic!",Michaela kim,1달 전,풍천장어 연남2호점
1,"Very very disappointed with this place. I was super excited to eat some donkatsu and hadn't eaten all day to save up my appetite for here. Me and my husband waited an hour to be seated here. When we finally got seated we gave our order to the server and waited patiently. This place only had about 7 tables and while we were waiting other families got seated after us. After about 20 minutes of sitting I finally got my order but noticed my husband's food didn't come. That's when the server told us we had to wait about 10 minutes for his meal and then left. The families that came after us were ALL served their meals before my husband's even came. I didn't want to eat without my husband so after waiting and watching everyone get served my food naturally turned cold. I finally had enough and just got up and left. Terrible terrible service. They forgot my husband's food and didn't even make it a priority to bring it out or make it up  to us. Never coming here again. And it such a shame, this place aesthetic was very nice.

이곳에 정말 정말 실망했습니다. 돈까스를 먹을 생각에 너무 기대했는데, 하루 종일 아무것도 먹지 않아서 식욕을 돋우지 못했습니다. 남편과 저는 한 시간 동안 기다렸습니다. 마침내 자리에 앉았을 때 서버에게 주문을 하고 참을성 있게 기다렸습니다. 이곳은 테이블이 7개 정도밖에 없었고, 우리가 기다리는 동안 다른 가족들이 우리 뒤에 앉았습니다. 약 20분 정도 앉아 있다가 마침내 주문을 받았지만 남편 음식이 나오지 않았습니다. 그때 서버는 남편 음식을 10분 정도 기다려야 한다고 말하고 떠났습니다. 우리 뒤에 온 가족들은 남편 음식이 나오기도 전에 모두 음식을 받았습니다. 남편 없이는 먹고 싶지 않았기 때문에 기다리고 모두가 음식을 받는 것을 보니 음식이 자연스럽게 식었습니다. 결국 더 이상 먹을 수 없어서 그냥 일어나서 나갔습니다. 정말 끔찍한 서비스였습니다. 남편 음식을 잊어버리고 음식을 가져오거나 보상하는 것을 우선순위로 두지 않았습니다. 다시는 여기에 오지 않을 것입니다. 그리고 정말 안타까운 것은 이곳의 미적 감각이 매우 훌륭했다는 것입니다.",Sonia Lee,1달 전,경양카츠 연남점
4,가격대는 조금 있긴 하지만 나오는 구성이 다양하고 돈카츠 양도 많고 히레카츠는 촉촉하면서 후추가 주는 풍미가 좋았고 카레도 부드럽고 맛있습니다.,food_dairy bang,6달 전,경양카츠 연남점
4,"안심이 특히 부드럽고 맛있었습니다. 개인적으로
족발카츠보다는 안심카츠가 더 입에 맞더라구요.
웨이팅은 30-40분 가량 하였고 음식은 매우 만족하면서 먹었습니다. 밑반찬들도 깔끔하고 좋았습니다.",소희,5년 전,경양카츠 연남점
5,"등심안심카츠와 치즈카츠를 시식
부위 별 고기의 익힘 정도가 식감을 부드럽게 할 정도로 최적화되어 나옴.
치즈 카츠의 경우도 치즈와 함께 소스 없이 먹을 수 있을 정도의 간과 굽기
전박적으로 만족 했고, 운이 좋아 웨이팅이 없어서 더욱 기분 좋게 먹을 수 있었음",윤철민,5년 전,경양카츠 연남점
3,"연남동 소문난 카츠집.
다양하고 특색 있는 카츠류가 있어요. 가격대는 근처 비슷한 유명세와 찬 구성을 내는 카츠집에 비해 조금 더 높은 편.
카츠를 다양하게 먹어본 것은 아니라서 먹어본 것만 평가하면 떡갈비카츠 먹었고 바삭한 튀김옷에 떡갈비살이 맛있었어요. 다만 아쉬운 건 밥이 꼬들하다기엔 설익은 것 같은 느낌, 국수는 불어서 나오는 것.
가게가 아담해서 식사 시간에 방문하면 대기 필수. 2인 이하 방문 추천합니다.",MJ Kim,4년 전,경양카츠 연남점
4,"1.맛 ♡♡♡♡♡

모듬회 의외로 괜찮았다 맛있고 깔끔하고
숙성회이기에 맛있다

2.서비스♡♡♡♡
사람이 많아 서비스는 없으나 응대를 잘해주고
밑반찬은 맛있게 계속 주심

3.환경 ♡♡♡♡♡
지하철에서 10분거리 이며, 그렇게 멀지 않은곳
화장실은 1개, 줄서서 먹는 곳임

4.분위기 ♡♡♡♡

사람들이 많아 조금 씨끄럽지만 나쁘지 않다

5.총평♡♡♡♡
전체적으로 만족 왔던친구도 만족",Cookie,2년 전,회뜨는총각
5,"세트메뉴는 가성비 나쁘지 않습니다.
배달하고 함께 운영하여 주문후 음식나오기까지  시간이 오래걸릴때가 있습니다.",K EN,11달 전,회뜨는총각
5,회가 두툼하고 탱글탱글합니다ㅎㅎ 친절해서 더 기분좋더라구요.,늘우리,1년 전,회뜨는총각
4,비싸긴해요 근데 싱싱하고 나쁘지않아요맛있어요깔끔해요,Yoon seo Lee,4년 전,회뜨는총각
4,연남동 부근 횟집중에서는 손꼽는 맛집인것같아요. 기본찬도 잘나오고 회가 싱싱합니다. 두껍고 크게 썰어주셔서 식감도 좋네요. 대방어가 기대보다 더 맛있어서 놀랐습니다. 저녁엔 웨이팅이 걸리니 일찍 가시거나 전화해보고 방문을 추천드려요.,이상율,5년 전,회뜨는총각
4,맛있고 친졀함… 콜키지가격 합리적이고 파는 술 가격도 그닥 나쁘지 않음…. 메뉴 전부 만족이었음 앞으로도 안 망하고 계속 있었으면 좋겠음. 장사 번창 기원.,Rani Woo,1달 전,비스트로 가마
4,상당한 수준의 음식과 연남 분위기 가득한 주변. 헙리적가격도 매력.,Lee david ilsup,1달 전,비스트로 가마
