사업장명,작성일,작성자,작성자 정보,별점,리뷰 내용,이미지 링크
발리문,1년 전,세린,지역 가이드 · 리뷰 130개 · 사진 255장,별표 5개,맛있어요,https://lh3.googleusercontent.com/geougc-cs/AB3l90B6BsgwjZcdbqAaUt6lodMifqPOBziQSJFobVNbxO69iVKTrPPIw43tIv-I42-PgMrKe7qhG09Fvq3MKz0TvRzUosqN99QX4LgglaHAtg7RmoMznjjP_19qe4os1QD6f-eWMxzeqg=w600-h450-p
발리문,2년 전,믕치,지역 가이드 · 리뷰 42개 · 사진 43장,별표 5개,"미고랭과 치킨먹음
후회없는 맛",
발리문,3년 전,MOSHE Korean,지역 가이드 · 리뷰 130개 · 사진 134장,별표 3개,가게가 협소. 친절. 음식은 예상 가능함.,
발리문,1년 전,김태훈,리뷰 2개 · 사진 5장,별표 5개,인도네시아 음식이 최고였다,
발리문,4년 전,권희연,지역 가이드 · 리뷰 34개 · 사진 3장,별표 4개,"맛은 평타, 웨이팅이 있을 가능성이 높아요",
발리문,4년 전,재규어재규어,리뷰 3개,별표 5개,연남동 맛집 물어보면 항상 제일 처음 추천하는곳,
발리문,1년 전,김흥민,리뷰 2개 · 사진 34장,별표 5개,음식 맛있고 가성비 좋습니다.,
발리문,5년 전,효신인마이포켓,리뷰 52개 · 사진 34장,별표 5개,그저 존맛. 나만 알고 싶은 곳.,https://lh3.googleusercontent.com/geougc-cs/AB3l90B0AMNXrSXdBG4QITO7QCXhwS5EZWIvox7brlJBLE8TJwI89AQP11mNh2y8Ao0VLMdnL1adEfenUT2PwhH5ycRooE_U49IQQ56ucd_ov2_CYDTxMuP56wHpErQz8-YDe6dN43nE=w600-h450-p
발리문,6년 전,성유선,리뷰 1개,별표 5개,맛있고 분위기좋아요?? 강추…,
발리문,4년 전,이대로,리뷰 22개 · 사진 11장,별표 4개,분위기도 맛도 참 좋아요,
발리문,4년 전,Naru Kim,"지역 가이드 · 리뷰 398개 · 사진 1,964장",별표 3개,발리 음식이 생각날 때 시끄럽고 불편한 의자,
발리문,3년 전,Naomi Eun Ji Kang,지역 가이드 · 리뷰 232개 · 사진 439장,별표 4개,맛있음. 근데 웨이팅이 너무 길다,
발리문,5년 전,이시연,리뷰 3개,별표 5개,맛있다 평범하지않다,
발리문,4년 전,조선희,리뷰 1개,별표 5개,색다르고 맛있는 경험이였습니다,
발리문,1년 전,최예진,리뷰 7개 · 사진 2장,별표 4개,변함없이 변함 없는 발리문,
발리문,5년 전,정정원,리뷰 2개,별표 5개,치킨른당 나시고랭 강추합니다,
발리문,5년 전,천주,지역 가이드 · 리뷰 86개 · 사진 4장,별표 4개,치킨말고 소고기 른당 해주세요,
발리문,4년 전,NALEE JIN,리뷰 53개 · 사진 21장,별표 5개,코코넛들어간 누들 특이하고 맛있음,
발리문,4년 전,minjung kim,리뷰 9개,별표 5개,맛있고 친절합니다.,
발리문,4년 전,S.H Kim,지역 가이드 · 리뷰 411개 · 사진 371장,별표 5개,아늑하고 좋네요.,
발리문,4년 전,최채은,지역 가이드 · 리뷰 105개 · 사진 315장,별표 2개,개인적으로 좀 별로.,
발리문,2년 전,정은주,리뷰 45개 · 사진 10장,별표 5개,맛있어요 맛있어요,
발리문,4년 전,Fraustatio,지역 가이드 · 리뷰 249개 · 사진 226장,별표 5개,발리맛그대로,https://lh3.googleusercontent.com/geougc-cs/AB3l90DI0c0_aoWbaZpu671PUytZpGVMkv-AEJS6RcT9zXPfUWqc_bg2QAxQ8djR-Sejd54yYcLYe30tWW3aTntJ_nDtd_E4HHagwfZBE5GY2nMqVEU1mvneoTc56yCA5tK1YkPSXrWI=w600-h450-p
발리문,5년 전,박민주,지역 가이드 · 리뷰 61개 · 사진 100장,별표 5개,엄청 마싯었어요,
발리문,3년 전,김ssww,리뷰 42개,별표 3개,그냥 저냥 ㅋ,
발리문,5년 전,Y H Kim,지역 가이드 · 리뷰 303개 · 사진 60장,별표 4개,발리생각나네요,
발리문,4년 전,Jh K,지역 가이드 · 리뷰 24개 · 사진 11장,별표 5개,여기 인생 찐 맛집,
발리문,5년 전,Andy KAL,"지역 가이드 · 리뷰 34개 · 사진 1,038장",별표 5개,맛있다.,
발리문,4년 전,Kasewanopsi,지역 가이드 · 리뷰 214개 · 사진 1장,별표 4개,맛집 인정,
발리문,4년 전,김우재,지역 가이드 · 리뷰 14개 · 사진 3장,별표 5개,현지의맛,
발리문,6년 전,이대성,리뷰 2개 · 사진 1장,별표 5개,베리발리굿,
발리문,4년 전,Naya KANG,지역 가이드 · 리뷰 446개 · 사진 713장,별표 3개,쏘쏘..,
발리문,5년 전,원민식,리뷰 2개,별표 5개,맛있어요!,
발리문,3달 전,Kyujin Kim,"지역 가이드 · 리뷰 532개 · 사진 2,241장",별표 5개,다행히 오픈하자마자 방문해서 긴 줄을 서지 않아도 되었어요. 동남아 요리로 유명한 홍대역 인근의 꽤 인기 있는 레스토랑입니다. 우리는 세 가지 메뉴를 시도했는데 특히 코코넛 크랩 수프와 치킨 카레를 좋아했습니다.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90CkcY3P7N9mOvEqc21rgxbC926fygOXtcgmG1vVuLa2-kKvWsTxKhkzkx5HRYT4ZcleEVAIHnSmZZLA6yPK3Broo5rgSgDVchGDhx_u_tx6SnyeIvsGHePveOBYpGW7EH4K0r_R=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90At7C1Fi5DC85PuivCw3g09l9Ie9hhV7jbnr7E5ztaMZ64FJZylQ1sgfUfYZGlhdg0LJeudiixi0V_hjySGDOnWRwIh2oAIeAQL_x7MTAu47mCjjugYvFEmO9WL_8PXn_nZZ19RDA=w300-h450-p"
발리문,1년 전,Nana Ito,지역 가이드 · 리뷰 129개 · 사진 365장,별표 5개,"나는 음식을 좋아했다! 매우 좋은.
치킨과 파인애플이 들어간 시그니처메뉴가 너무 맛있었어요??
토요일 오후 1시쯤에 자리에 앉으려면 20분 정도 기다려야 했어요. 하지만 그렇게 나쁘지는 않았습니다. 먼저 입구에 있는 명단에 이름을 적어야…","https://lh3.googleusercontent.com/geougc-cs/AB3l90CktdUQEcESZ10wrx_NeOzUIXwsPo3yeuJMUdk6wSa9GNM0HHWAGuCnf0MUl8KBMaI0L9BjZIyN-PQEWMGrvGr1Og68YhpGw53m-Z2585-sQdFAVt8-59SWAwC2ExM4tHtaV8SR=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90C79-467mF25t8aKUu3j9PQQ8kDckE1hToro5E4Qwl2aBK40GB8eg5Th52MegvTqjqXuvW17H4UTqOblqUl1-yyJOZi-tHQTBRPfx6rKwAYG9VjAfmMs_EnJDk7sovVdrSv_oVpFg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AAcW13zIUwv9-M7x6VGIcpvVWXYVtE51wuyDrvjQa3Hr4L_YHezVIVpcSTCg9Kkv-SWNmkuOVeuVZMv5TGZlONikR5osKdwVPQQBgbdS2jWBvmw8k1P8x81hyQVsPWdCpt3uim=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AwFJ2mnEnXQN-Q31NEXz7qhw7SybZl1JKoaKZQ-1vRKe0eWpcdHdxyC1DRjh90h70Njx4IAdfvLrHNRGpkkyJGKOM1ecuTsWtjLBCyVDPAO2uT1bjnUo6T2pVh2uHoP6HqCe06Ng=w300-h225-p"
발리문,1년 전,Shadow Andy,지역 가이드 · 리뷰 255개 · 사진 65장,별표 4개,"12,000W용으로 평탄합니다. 약간 매운. 요리적으로는 매우 흥미로웠습니다. 새우도 너무 익히지 않고 아주 부드러웠어요. 튀긴 양파는 맛있었지만 양파 조각이 내 입맛에는 너무 맛있었다. 녹두와 양배추 조각이 요리에 약간의 신선함을 더해주었습니다.
빠른 서비스, 태블릿으로 주문하세요. 오후 1시 40분에 갔더니 사람이 전혀 없었어요.",https://lh3.googleusercontent.com/geougc-cs/AB3l90DS6Z1ofnIQEi5HEJhsbeb1V66fuKwqqyY2e_OPztjja072p2ryZyiagnYhQiAVYLV9ym9fHxU37ds8VeEatEMc6VnOcXsbaVlFnCAzjOGyfOX3ycz8pmh9a6-jtcwxi6okSBvd=w600-h450-p
발리문,3주 전,Francisco Branco,리뷰 4개 · 사진 3장,별표 5개,최고의 서비스! 전체적인 경험에 대해 진심으로 감사드립니다.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90CCV1jnM9x0ZzgJZcJr11_BGoCmNFCMfgEPjTuk4ls4dmiXVzoTlOk4g8zAZoq1GSVV6x3vxNOKFdp-SVh_WfiO685ArPAnu2tHUmZoYDYDbofFVX39sGuNUvHBAZNLVnIxxUg27w=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Dhp2EeAUcBcDPG3HECjDjx5sSS7CbQGCLnXIogR3Bl6kaeeCiaH7oRTY-QUE4pSHZgmbvm3PLYgo_bypqsrWLkfrph11_p5a29FsbPdSCmuCF_nB2c1QRTpBje4NQZGxGvwRw=w300-h450-p"
발리문,2년 전,Firstyarinda Indraswari,"지역 가이드 · 리뷰 138개 · 사진 1,182장",별표 4개,"도로변에 바로 위치해 있어서 접근하기 쉬운 작은 레스토랑입니다. 2층으로 올라가면 약 20~24명을 수용할 수 있는 레스토랑의 친밀한 분위기를 바로 즐기실 수 있습니다.
우리가 도착했을 때는 마침 점심시간(12:00-14:00)이었기 때문에 사람이 꽤 많았고, 10분 정도 기다려야 했습니다. 레스토랑 앞, 계단…",https://lh3.googleusercontent.com/geougc-cs/AB3l90C9j1YZ9VNUEzYcqkb1Vew0fWxVOvb3z-9MwS5PhamDnTcQygfDaTgYCq8a3V5mmFbG30jSf7X0aegD2QXJ6RjjUaXJcuYBP_pdZTKkO9Xa3i7Nny-bdhz1J1XfzHSHIbpiRm9W=w600-h450-p
발리문,1년 전,Bb K,지역 가이드 · 리뷰 36개 · 사진 144장,별표 5개,"매우 맛있는 식사, 코코넛 밀크와 카레의 완벽한 균형, 신선한 새우, 완벽합니다. 직원분들이 반갑게 맞아주십니다 ????…",https://lh3.googleusercontent.com/geougc-cs/AB3l90CVshgVx_cB-C0-x9leUREEpa8xx5947jUTBHwTXY-vKEGGridCY2SmNWs8IjoQuoGhNmuZ7u2rbEKFimFl_bvv-APcFJhbJHI8pyLAAp7IOeQXzWz6L_4GDNOYV0RX_X0m7Qy9=w600-h450-p
발리문,5년 전,Oli Zhao,지역 가이드 · 리뷰 10개 · 사진 49장,별표 5개,"화장실은 primooooo였습니다. 하지만 꼭 화장실에 가보세요. 박물관 같았어요, 정말 깨끗했어요. 당연하게도 화장실 사진은 찍을 수 없군요. 이상하네요. 음식도 좋았습니다.","https://lh3.googleusercontent.com/geougc-cs/AB3l90C-GLi-NiHYp17C0ExzMvXh8CAtKJacP9H6nNOdFTqzK_duCiz4IbGl6-wk58eFjj2zJs99uIUbU8oKVkH5Nrx9puSSIssMAyQXtv1oU4enGvm-eLPePU4Abw_xUjfBf7Gtrt9w=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AUK-oe5amFhe77OClI0gGQUamVXGiD2_IbTZwO_M7tTaUxtl7Yb_ZZtnFJi55bnA5DuAmfEX9_H7DMj6p9gc5_vND-s9baq2VaMO7k2aV-71uFE-_RDRH5Rh3XnZ_C2UzBJXA=w300-h450-p"
발리문,4년 전,Linda Lina,지역 가이드 · 리뷰 42개 · 사진 164장,별표 4개,"장소도 좋고, 음식도 맛있지만, 먹으려면 줄을 오래 기다려야 한다","https://lh3.googleusercontent.com/geougc-cs/AB3l90DkAFi13IYRZ9KFRjXL4kDagAPwawtdBx9yc5tpjfMFnh550Ow09FYPteqj37qx7ek0__t9OxoLoMkFSsa5RUiTqXpTfutf8K95UnEYzzczR4YtkvGKfiYaSuveBi4m5J2hhVo=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BtkYNnKGOlmFICBHDplYU5pQjiLe35COCF5tStEcadw67HylZRGPahgOSsajgJBcuXPrav9IkubeO3mZeXsJ2TOT-mA4Cq93ab6vxdG43JiSexCCw60vGnQ2X1JFKyxVDu_AZGLw=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BqJ7mT6qspTamDVaKbwHBHOSn6_Sm2v4ZyzT0iKnbBS0ovsTdTVX9qnV3u8x2j48CrPW-7vqYYMAZH2-4N4jw3fBIrFFyUBVgO_tmQ0sPxuuxQxsuNyu7kq0EWIE1M2EMFIdTz=w300-h225-p"
발리문,2년 전,Andy Lochan,지역 가이드 · 리뷰 63개 · 사진 69장,별표 5개,음식은 정말 좋았고 직원들은 제가 한국어를 하지 못함에도 불구하고 최선을 다해 서빙해주었습니다. 좋은 경험 !!,https://lh3.googleusercontent.com/geougc-cs/AB3l90CKs3E07Pkr4di-ucKn03ccGTHIWJ0tmNZ23knwKHTy2cAfS5Kg7pyF1kHNgW4Ouo6vGAaSgS5BjTHLA1hqcOTpDQpKTk5ZYVwDOBWhX1nCIETrBbxB5S6kOmp_k_8e2vHfhZ1rKA=w600-h450-p
발리문,1년 전,Lottie godsey,지역 가이드 · 리뷰 119개 · 사진 205장,별표 5개,훌륭한 발리 음식. 하와이산 라거도 있어요. 서울의 번화가에 위치해 있기 때문에 아마도 테이블에서 기다려야 할 것입니다.,
발리문,1년 전,Mozart Nuzul Aprilliza,리뷰 213개 · 사진 51장,별표 5개,"볶음밥 맛있어요
럭셔리 버전이군요
다른 인도네시아 노점에서는 형님 버전이에요…",
발리문,2년 전,melissa hugh,지역 가이드 · 리뷰 115개 · 사진 103장,별표 5개,공유할 접시. 6가지 선택 메뉴. 훌륭한 음식. 적극 추천합니다. 너무 맵지 않아요. 우리 아이들도 음식을 좋아했습니다.,
발리문,2년 전,V Z,지역 가이드 · 리뷰 23개,별표 5개,지금까지 한국에서 먹어본 레스토랑 중 최고의 레스토랑 중 하나!! 나시고렝이 너무 맛있고 장소도 귀엽네요!,
발리문,2년 전,John SF,지역 가이드 · 리뷰 15개 · 사진 20장,별표 5개,"심플하면서도 맛있는 메뉴로, 밖에도 긴 줄이 늘어서 인기가 높습니다.",
발리문,2년 전,Nicole McCabe,리뷰 15개 · 사진 4장,별표 5개,치킨 렌당은 훌륭합니다,https://lh3.googleusercontent.com/geougc-cs/AB3l90CFEjt92enWA5yvzt2XOz9V5MNxxjxoC45I26gqvwQ1QTv32-bF3X9Hq2zJ7rBsx24mu4tqnDOwRdJ5MIb3vmBocLPpL2EsQpIhYC8wzcekSd0pjC9vvJ1aB-nvz4pANbpR41WS=w600-h450-p
발리문,5년 전,Indra Kurniawan Saputro,리뷰 11개,별표 5개,저는 인도네시아 사람인데 음식 맛이 고향 음식을 생각나게 하네요! 매우 추천합니다!,
발리문,2년 전,Hamkourable,리뷰 2개 · 사진 1장,별표 5개,정말 좋았어요!,https://lh3.googleusercontent.com/geougc-cs/AB3l90A-5tL3EqhBDzG0s_zGYPFSNM8GmnlLXcFj2YTqClfq99MFOL8sr3EaDT5SpH3wIpxtcLnAvHO-NbGbjytVkX0hW7PSi9BgEZMuXef7GvxNJxSSVBUsx8eg6tK8Hdjs-etq29fBUw=w600-h450-p
발리문,4년 전,Sayuri Tuvshinjargal Jargalsaikhan,지역 가이드 · 리뷰 44개 · 사진 33장,별표 5개,음식이 정말 좋았어요,
연남복돼지,4년 전,비단,"지역 가이드 · 리뷰 1,007개 · 사진 11,712장",별표 4개,"냉삼겹과 생삼겹살을 같이 파는 연남복돼지
예전에는 냉삼겹 ㅡ 대패삼겹 많이 먹었는데
오랫만에 먹는 냉삼겹…","https://lh3.googleusercontent.com/geougc-cs/AB3l90A_g8Py3LXQF7Eqj9jfgn9lJTjwkIEZ0m0ZsoQhtRrWKbeexKe9choStUyBxJ4W_fyJhJ641OujHXC5ywAXVugQn-IGLVcwtm57A4PD0tofWIB4Pp8Ymb89rqvB6gBYB6KQ6zzbHg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BCfTsXcKMAxnhlI4edgmiLvUAI9UFJYdARuBwtkexUMSCEqPozZYtBEGNnMqPr5r_ZblP0hWQVoImx3TV1H6xXlsZoYU3bxP6XEikvvf4IgmHR9GXe-Xs_SFV5WxRWxa2OeqDC=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90C8VksZRqJiHEE62CDiL9d7Ou0nnj9HvWiAG6keqt5W9gOT7rt1N5pUH6oG2KAlYXj05F5fTrHil8D92yHvOjsEhlJ873o40kAMZWJVvgBAfZzKBhOpuJoXxlTCVcRpsj-5JGPA2w=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CPuogyE2cAaxPLDN_Tt30TSDvH9j_07PCQGF42xHSzJsRAkoLVW2ClNHoL3AVftwRlw4QA_cFDeeXJ3V_7qC9pSphtmddw1KJqEHoLOiU8-zDK_pbOED7vARMfYDozqNS1wXvk=w300-h225-p"
연남복돼지,1년 전,K EN,"지역 가이드 · 리뷰 459개 · 사진 1,770장",별표 5개,"사장 아주머니 친절하세요.
외국인들도 많이오고 쏘쏘합니다.
김치삼겹은 이근처에서 이곳이 제일 괘안아요.",
연남복돼지,3년 전,YMK WEBFEST,"지역 가이드 · 리뷰 1,454개 · 사진 23,769장",별표 4개,삼겹살의 진수. 맛있어요. 김치도 맛있어요.,https://lh3.googleusercontent.com/geougc-cs/AB3l90Dr4L0krud2f8E1qGXkjE8t6QcCCnHO1Zg9GO9eOzPyfo-MwQK5pcVwE2lpXJNMyaBNOML7VPGwh9pO7j1WZ9_sXI2F_PCepJCYgBBqRKdanjQGY6vfof5ErElmCPhVdLdqN6K0=w600-h450-p
연남복돼지,4년 전,Jin Ho In,리뷰 4개 · 사진 1장,별표 1개,"사장님이 손님 대하는 스타일이 마음에 안들었습니다. 빨리 나갔으면 좋겠다, 반찬 배치 생각 없이 했다라는 말을 손님이 듣는게 말이 됩니까",
연남복돼지,7달 전,Alex,"지역 가이드 · 리뷰 527개 · 사진 3,858장",별표 4개,6명이서 왔는데 별로 기다리지 않았어요. 사장님 아주머니가 너무 친절하시고 모든 것이 빨리 나오더라구요. 냉동삼겹살도 맛있게 먹었는데 프로크어깨도 맛있었어요. 부분은 평균이며 가격은 너무 비싸지 않습니다.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90DKa6PWIMZ-tyaOeVHmyqb5ctLvv_whb84dEUctKTqmXvMpXs4KX7GsTERgsnb9F-PZ2tIoR2jVcFK5A2G3vn_jdsnYDMf739cVNu0fVjrODbbSEXWE1eYqN2ZfoibAxCa_-_qohA=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DDxZsNxDf19BgmDqzwUu2Psh7pSWIpVkPJbOCYcPp4J_bAbi4Z34eAi98V7HYVWQjjZ7IT3VXPQVtydpN8uTnfIeMaKp8NMFSprgVHbxU0CjaB-0-snZDi8UjaX2WXQssECMr-=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CCVIfMrLguxigUs5UcnBH3BffyBh_I1xbbllVf5ajo9JW6RYeUFrvdNacLUgVOB2fLMTxK_9paBZ9lgHnMGCh73h0O01lDLNu9gvsyR53_CuCKxm4rLAXgehrGpe093DpNam1reQ=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AWU9-94tVpusajd1l1YLT-gZsmbHkPIa3NA1hhF3izNmZAu2h2pOzcnjl4vCTSiVz-2kAiRBSyPbnJVYGdnuJALsq1VA8ncmcZM67SoVn_FwsNIMEsdrSUn-1RDtdwNlvU-ck=w300-h225-p"
연남복돼지,1년 전,Selma Wibowo,리뷰 2개,별표 5개,좋아요 직원들도 친절하고 음식도 맛있었어요 ??…,
스시지현,5달 전,Fairy중남,지역 가이드 · 리뷰 23개 · 사진 94장,별표 5개,"11시 10분 정도에 도착해서 대기 후 11시 30분에들어갔습니다.

저는 C 세트로 주문했어요…","https://lh3.googleusercontent.com/geougc-cs/AB3l90CXBdmRX4Cz9PPOiQMS0h41ZkOZx9q5PrYYDYlQZafDQCZBzaNCAOFn-Y0BVrC5NJqBATISXvIueKYOQ3oBG6dLMuQaE1P7lgWk5Na4xjdSxoP7rzeOuceMpcr_KhO8f4OrpnPP=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BehblBAnxUWao2Ue2qb_JmEQVIkfbh08fA-IaLoqvnOczwB0Xsgcd9-fP1BU-4aciOCCcI9GdAk2Rp-DG1wfxdjbr-vQetVp2JZuKKKNKJ_whiVCJy2AYI6EnlnHCjNVBY7Bnf=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CT1MXtgFsWfkYotxKfhl3waFVKHf1R7K7kLpESh5Upx8Rk7sGkracKp9rx9pA0MDxRaRoSQUflAiZd4IQwPpRp4lVvmXNA5VSTrO1n-L2YrTrNMmwmQNmg9bx4AZK5hALnE0bT=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BQivSQWjXHk3tE69y9I-VVDByzh8y_bMQRK86M5rsM-gLOt7UqVe3QX--FQoiPGpjhuH7LxQoi6FO6q33us4jI_TgvU_b1mFxS-Okm-0Yj-LheGCVzj7jtZeXxZ7JCO9w-9bDM=w300-h225-p"
스시지현,4달 전,Mut Kim,"지역 가이드 · 리뷰 1,239개 · 사진 8,728장",별표 5개,평일 12시 반쯤 도착해서 30분 웨이팅후 입장. 광어초밥이 괜찮았음. 가격도 합리적인편.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90Azs89wVTRSlvbFkpVahiKGdZcJtBG63infXfuU2ApW86LuE_6QN2ifQZyNp3t8adXMukCO-zVX-rYspYLla_QltvXjRYtr-8mpTKQD2r6ViproQ5MvbQwyLQ6r2LHe5N1FmFed=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Ajhe--3TW3gOPA3ZzgusaqiD4nPbKMDpzGj_56TgWywKmDF4ebmrC9dQmDwRIOBGt-QqLNJ34WNTl3VSbiyjBoUyVh8dohr_UHYOD4IvYrvtCKynRp7m0Lw5FXiPxfmSdEiow=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90B9F9RoOv8jb9M2V1dp4zNpza6FQyVGN0K3wkIR2IguCgbtWwTXXw3P8WUL2o2zHgrFp08sxxG8Utbd2zaIQvqLMzs__-ocdGIRYa6CM-y_yy-dLV_3XyEtSgfUfArnJfrNot4Erw=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Bgj1rEXcjzc6wny2AMTr29fNcbwhUXbjgNQOQoxfsGFIjH3g5o0Y7tdh-0mfokonuZcgm89LTx-rfEjs-gMbf4VscTjlTxKdBkW_5hGvcE1ic1vPQ25gPwtnnrpyKy29SJUKG1=w300-h225-p"
스시지현,4주 전,돌문어숙회,지역 가이드 · 리뷰 29개 · 사진 129장,별표 3개,"연남동에서 가성비 괜찮은 초밥집이다
하지만 큰기대는 하지 마시길..","https://lh3.googleusercontent.com/geougc-cs/AB3l90DK76o7cNGX7WUP24VhJqx2mNuzjTa7YbW5us2bRK2VVk0h4Rbd1tUmpHIchgCsu1ZG-Vbz39PVQPIYDcC5dBX7Lxla1d3yZqIXNivJu4H1giBLrCbf1EUM4j7UCiy4YnOmHKHK=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AUnn8bnLya_3EhU3g2mxrYRgbl4Vzq64ZGtkJq4ZaHq95WJSQxIhqo5nBCc40Qqt0a2xXOAWmCW5FfpxbhJWOAKdtR-aoT0xMpAM1qSP4S5VLsNyWMFLNYXumzbzeSgXrv6ENlww=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90D3F_QdDRlcJ9dC2kwJSGGpNp0Y1-RYjWqBgcZiWdM6O0wiGRFRE9rOMRC-YAKu2J_Ml5KP3jdU-FktM3yUdTMBOplwCktf5V39LDlFpN5O7U0Ie9PUGq246diXkZKqybc6jESO=w300-h225-p"
스시지현,9달 전,두근두근 최춘식,지역 가이드 · 리뷰 129개 · 사진 767장,별표 4개,"모둠초밥C 먹었습니다.
12피스 나왔고 일행은 참치를 안먹어서 참치를 빼고 다른 부위 3피스 더 받았습니다
초밥 나오기전에 트러플 향이 나는 계란찜이 미리 나오는데 따듯해서 먹기 좋아요…","https://lh3.googleusercontent.com/geougc-cs/AB3l90DUOgk5s4XxJ-KRf4gG66ljV7rUiK6HVNAMRTe3GrL00wlVuSblzd16awT0rWYv_JW5a4unjSTCKcUmEjwlWM1wVqBcQ-Swpc_bMrKag1Eso-L6NTEVO8KD-9ph_FsUodrOQOyk=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Dyie8juY0mrJ8u6AS5oeytx0uwZAN-8a6iFyqVlqbtHkSEM3RDFSzGxqvDuSNA7qLfAqzl-AQhNIC2j3Th1GtwcTl_QPx98KrF3eU1XuecQnYNGw4E15MDE4gpFyw5pBqf1J6O=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DERAXn12YJZgkv2TxnLRnllwDntkrQtz-da-qq9gWw9HBqteFqJWRrOI1LC22bzkSmpHPxbgw0bwjMf8nN0mMMExrQQJ-M8A7ghiAJuxsinUfnmL2IDkQtdFQ1VM9_GlcHrX0V=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AH-1oO8GQuKH72ahPdcjVTKvd1AMhlr1vbB8s6QiieTHjWb33uJPbNhkd_fUvvoLoKhWOPD_0A1sIB1uuFcNGy0fktChbDeZl6bDM8oVvqodUZPlUB73o8-2sYFWlO3XnteLGl=w300-h225-p"
스시지현,1년 전,youngran park (우보천리),"지역 가이드 · 리뷰 153개 · 사진 2,043장",별표 5개,"맛집이라 소문 났는데, 이름값 하는거 같습니다.
평일 오전에 가서 다행히 빈자리 있었는데 끊임없이 손님이 오네요.
다양한 재료로 가성비 있는 맛집 이고, 식사 후 인근 산책도 좋습니다.","https://lh3.googleusercontent.com/geougc-cs/AB3l90AOV9cf2AmojUn_kksRMphANAIF46L2z44Ufa10nVOOx6PrfuXGZHuolyaeZCjwNzUCDv-Wm45xE5xzV9y8lW1uzxCkATBBpe35JtsCu3XNFbk4LOFRKVpHx1BAuKN99_UuMIzE=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90C4s6U3kBlcL1jDkXgWGt709whyz9_8kMD5ok6Y_1Ok6HD4eaaR8y3tWVJDZU1EwHOGjEFRuAInoJaw5WFmzU_l6sKWuewoaobxypDSIAavpUBBcRPu2GLpMsKKtRMffZ2DAu-kxA=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90ABJuJe7yJm_y-Bt_f10JSo-irf9aDCo89DVkTNOnNqFII1aqzgQzQz9rjb78gKen-vgst3eiO6DHBKSX3Dl0tCeQgCNVH_Gk2jUco20Y9md2oZtOGR9kMttAWUvE9W-UY2da0=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90BWaKr5hAe-WYIcJgXAuZUXm-KZmcleoMv9m8w2YF9ld2DsCBkVKeS9Fx9CrurzuNOZ9YJ680Ott7NVtFJaxsvd8YFC0SvH6f8bD_AHoWE5XChfRWuDNjOUmrpm6wwpVx8UvEAG=w300-h225-p"
스시지현,1주 전,밍뚜ㆍ,지역 가이드 · 리뷰 8개 · 사진 31장,별표 5개,"샤리도 적당하고 무엇보다 생선의  선도가 너무너무 좋고 입에서 살살 녹는맛이에요
대기 순번이 많아도 회전율이 좋아 금방 차례가 돌아오고 주변에 구경하면서 쉴 수 있는 공간이 많아 지루하지 않아요…",
